Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Renee Montgomery,ATL,G,34,935,34,34,27.5,3.1,8.1,.389,2.3,6.2,.371,0.9,1.9,.446,1.7,2.0,.881,0.1,1.7,3.7,1.3,0.1,1.6,1.7,10.3
Maya Moore*,MIN,F,34,1081,34,34,31.8,6.6,15.5,.423,1.9,5.3,.365,4.6,10.2,.454,2.9,3.5,.833,1.4,5.1,2.6,1.7,0.4,1.8,1.8,18.0
Kaleena Mosqueda-Lewis,SEA,F,33,442,33,4,13.4,1.8,4.5,.412,1.0,2.5,.420,0.8,2.0,.403,0.3,0.4,.917,0.2,1.5,0.8,0.1,0.0,0.7,1.2,5.1
Jaime Nared,LVA,G-F,31,283,31,0,9.1,0.8,2.6,.300,0.2,1.0,.226,0.5,1.6,.347,0.8,0.9,.857,0.3,1.5,0.5,0.4,0.1,0.5,0.8,2.5
Astou Ndour-Fall,CHI,C-F,22,255,22,9,11.6,1.7,3.5,.474,0.3,1.0,.318,1.4,2.5,.536,0.9,1.2,.769,1.0,2.5,0.3,0.2,0.5,0.5,1.5,4.6
Kia Nurse,NYL,G,34,774,34,7,22.8,3.0,7.5,.402,1.1,3.7,.294,1.9,3.8,.508,2.0,2.3,.870,0.7,2.4,1.6,0.7,0.1,0.9,2.1,9.1
Chiney Ogwumike,CON,F-C,31,790,31,31,25.5,5.7,9.4,.603,0.0,0.1,.500,5.6,9.4,.603,3.0,3.8,.797,2.7,7.3,1.0,1.1,0.6,1.6,3.4,14.4
Nneka Ogwumike,LAS,F,27,831,27,27,30.8,6.3,11.9,.525,0.3,1.0,.346,5.9,11.0,.541,2.6,3.2,.816,1.8,6.8,2.0,1.6,0.4,1.5,2.9,15.5
Courtney Paris,SEA,C,34,360,34,0,10.6,0.9,1.8,.533,0.0,0.0,.000,0.9,1.7,.542,0.3,0.5,.529,1.1,3.9,0.6,0.2,0.3,0.4,1.6,2.1
Candace Parker,LAS,F-C,31,949,31,30,30.6,6.4,13.5,.471,1.3,3.8,.345,5.1,9.7,.522,3.8,4.7,.808,1.6,8.2,4.7,1.2,1.1,3.0,2.1,17.9
Cheyenne Parker-Tyus,CHI,F,34,670,34,5,19.7,3.8,7.1,.531,0.2,0.6,.316,3.6,6.5,.550,2.3,3.2,.713,1.8,5.8,0.7,0.6,1.1,1.4,2.8,10.0
JiSu Park,LVA,C,32,417,32,11,13.0,1.2,3.1,.388,0.0,0.1,.000,1.2,3.0,.396,0.4,0.7,.619,0.8,3.3,0.9,0.3,0.6,0.7,1.7,2.8
Devereaux Peters,PHO,F,5,38,5,0,7.6,0.8,2.4,.333,0.0,0.4,.000,0.8,2.0,.400,0.0,0.0,,0.4,1.6,0.4,0.0,0.0,0.4,1.0,1.6
Theresa Plaisance,DAL,F,7,81,7,0,11.6,2.0,5.1,.389,1.3,2.7,.474,0.7,2.4,.294,0.0,0.3,.000,1.4,3.7,0.7,0.3,0.3,1.1,1.9,5.3
Kelsey Plum,LVA,G,31,790,31,27,25.5,3.4,7.3,.467,1.5,3.5,.439,1.9,3.9,.492,1.1,1.3,.875,0.5,2.4,4.0,0.8,0.2,1.2,2.1,9.5
Alexis Prince,ATL,F,2,6,2,0,3.0,1.5,2.5,.600,0.5,0.5,1.000,1.0,2.0,.500,0.0,0.0,,0.5,1.0,0.0,0.0,0.0,0.0,0.5,3.5
Epiphanny Prince,NYL,G,16,305,16,12,19.1,3.0,7.6,.393,1.1,2.7,.419,1.9,4.9,.380,1.3,1.5,.875,0.4,1.6,1.7,0.9,0.0,1.1,1.9,8.4
LaToya Sanders,WAS,F-C,28,686,28,25,24.5,4.1,6.8,.607,0.0,0.0,.000,4.1,6.8,.611,1.9,2.2,.869,2.3,6.4,1.6,1.3,1.1,1.1,2.4,10.2
Allie Quigley,CHI,G,32,951,32,32,29.7,5.7,12.3,.466,2.3,5.4,.420,3.4,6.8,.502,1.7,2.0,.857,0.3,2.4,2.5,0.7,0.3,2.1,1.8,15.4
Noelle Quinn,SEA,G,20,181,20,1,9.1,0.7,2.2,.302,0.2,0.9,.235,0.5,1.3,.346,0.0,0.0,,0.1,0.9,0.7,0.1,0.1,0.5,0.4,1.5
Angel Robinson,PHO,F-C,24,238,24,0,9.9,0.8,1.8,.452,0.0,0.0,.000,0.8,1.7,.463,0.7,0.8,.850,1.0,3.0,0.5,0.2,0.3,0.9,1.3,2.3
Danielle Robinson,MIN,G,28,521,28,2,18.6,2.5,5.5,.445,0.1,0.7,.158,2.4,4.9,.485,1.5,1.7,.854,0.3,1.8,3.3,0.9,0.0,1.8,1.4,6.5
Sugar Rodgers,NYL,G,31,608,31,13,19.6,2.2,6.0,.362,1.4,4.3,.323,0.8,1.7,.462,0.6,0.7,.826,0.6,3.2,2.0,0.7,0.1,1.2,2.1,6.3
Leticia Romero,DAL,G,21,146,21,0,7.0,0.2,0.8,.313,0.0,0.2,.200,0.2,0.5,.364,0.6,0.7,.867,0.4,0.8,1.1,0.0,0.0,0.7,1.0,1.1
Tierra Ruffin-Pratt,WAS,G,33,598,33,10,18.1,1.7,5.0,.341,0.5,1.5,.314,1.2,3.4,.354,1.6,1.9,.855,0.7,2.0,1.5,0.6,0.2,0.8,1.6,5.5
Karlie Samuelson,LAS,G,20,84,20,0,4.2,0.4,0.9,.389,0.3,0.8,.313,0.1,0.1,1.000,0.0,0.0,,0.1,0.5,0.3,0.1,0.3,0.2,0.7,1.0
Shoni Schimmel,LVA,G,2,13,2,0,6.5,0.0,2.5,.000,0.0,2.0,.000,0.0,0.5,.000,0.0,0.0,,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0
Odyssey Sims,LAS,G,34,867,34,24,25.5,3.1,7.9,.388,0.4,1.6,.273,2.6,6.3,.418,1.7,2.3,.722,0.4,2.5,2.8,0.6,0.0,1.5,1.6,8.2
Azura Stevens,DAL,F-C,34,700,34,9,20.6,3.3,7.6,.430,0.8,2.6,.318,2.4,5.0,.488,1.5,1.9,.788,1.7,4.6,1.3,0.9,1.1,1.5,2.1,8.9
Breanna Stewart,SEA,F,34,1074,34,34,31.6,7.9,15.0,.529,1.8,4.3,.415,6.1,10.7,.576,4.1,5.1,.820,1.1,8.4,2.5,1.4,1.4,1.8,2.0,21.8
Kiah Stokes,NYL,C,30,427,30,4,14.2,1.4,2.6,.545,0.0,0.0,,1.4,2.6,.545,0.3,0.5,.533,1.4,4.5,0.4,0.4,0.6,0.7,1.9,3.1
Shekinna Stricklen,CON,F,34,639,34,30,18.8,2.3,5.3,.430,1.7,4.0,.430,0.6,1.3,.432,0.4,0.4,.857,0.3,2.3,0.5,0.6,0.1,0.6,1.4,6.6
Carolyn Swords,LVA,C,26,375,26,12,14.4,1.7,3.0,.557,0.0,0.0,,1.7,3.0,.557,0.5,0.6,.875,1.7,4.7,0.9,0.2,0.7,0.8,2.1,3.9
Brittney Sykes,ATL,G,29,600,29,7,20.7,3.3,8.1,.411,0.8,2.8,.268,2.6,5.3,.487,2.2,3.4,.663,0.6,3.5,2.3,0.3,0.6,1.1,1.8,9.7
Stephanie Talbot,PHO,F,31,453,31,8,14.6,1.3,2.7,.464,0.5,1.4,.386,0.7,1.3,.550,0.6,0.7,.905,0.8,1.9,1.3,0.5,0.3,0.9,1.6,3.7
Diana Taurasi,PHO,G,33,989,33,33,30.0,6.1,13.7,.446,3.2,8.4,.383,2.9,5.3,.545,5.2,5.6,.925,0.1,3.5,5.3,0.9,0.2,2.6,3.0,20.7
Asia Taylor,IND,F,14,116,14,0,8.3,0.6,2.1,.310,0.1,0.4,.200,0.6,1.7,.333,0.5,0.6,.778,0.6,1.8,0.4,0.2,0.0,0.8,0.9,1.9
Alyssa Thomas,CON,F,24,734,24,24,30.6,4.1,8.8,.464,0.0,0.0,.000,4.1,8.8,.467,2.2,4.0,.547,2.0,8.1,4.2,1.2,0.4,2.0,2.9,10.3
Jasmine Thomas,CON,G,34,956,34,34,28.1,4.7,11.8,.398,1.4,4.4,.311,3.4,7.5,.449,2.1,2.4,.855,0.8,3.3,4.8,1.1,0.2,2.5,2.1,12.9
Krystal Thomas,WAS,C,24,237,24,7,9.9,0.8,1.8,.429,0.0,0.0,,0.8,1.8,.429,0.3,0.5,.636,0.9,2.5,0.2,0.2,0.1,0.8,1.9,1.8
Kayla Thornton,DAL,F,34,971,34,32,28.6,3.4,7.5,.447,1.3,3.6,.355,2.1,3.9,.530,1.3,1.5,.860,1.3,4.0,1.8,1.0,0.4,1.1,2.7,9.2
Kristi Toliver,WAS,G,33,1087,33,33,32.9,4.5,10.4,.433,2.2,6.1,.360,2.3,4.4,.535,2.7,2.9,.918,0.2,2.3,4.4,1.2,0.0,2.2,1.6,13.9
Morgan Tuck,CON,F,34,462,34,1,13.6,2.4,5.0,.473,0.6,1.9,.349,1.7,3.1,.547,0.6,0.7,.826,0.7,2.3,0.5,0.4,0.1,0.7,1.2,5.9
Yvonne Turner,PHO,G,32,426,32,3,13.3,1.5,3.9,.376,0.7,2.2,.324,0.8,1.7,.444,0.5,0.7,.682,0.2,1.8,1.3,0.7,0.1,0.6,1.1,4.1
Maria Kliundikova,LAS,F,25,204,25,0,8.2,1.6,3.0,.527,0.2,0.5,.333,1.4,2.5,.565,0.4,0.5,.750,0.7,2.2,0.4,0.4,0.4,0.5,1.8,3.6
Courtney Vandersloot,CHI,G,30,955,30,30,31.8,4.5,9.3,.489,1.5,3.8,.398,3.0,5.5,.552,1.9,2.3,.826,0.5,3.7,8.6,1.3,0.6,3.5,2.1,12.5
Kia Vaughn,NYL,C,29,532,29,27,18.3,2.5,4.7,.533,0.0,0.0,,2.5,4.7,.533,0.6,1.0,.643,1.2,4.0,0.7,0.7,0.2,1.0,1.7,5.7
Victoria Vivians,IND,G-F,34,920,34,26,27.1,3.1,7.6,.404,1.9,4.8,.399,1.2,2.9,.412,0.8,0.9,.931,0.5,3.1,1.2,0.9,0.1,1.0,1.8,8.9
