Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Shameka Christon,CHI,G,10,213,10,9,21.3,2.8,7.8,.359,1.4,3.5,.400,1.4,4.3,.326,1.5,1.6,.938,0.3,2.4,2.4,0.3,0.2,0.9,2.3,8.5
Marissa Coleman,WAS,G-F,34,663,34,1,19.5,2.2,5.6,.397,1.2,3.0,.402,1.0,2.6,.391,0.9,1.2,.756,0.7,3.3,1.5,0.9,0.4,1.2,2.0,6.5
Monique Currie,WAS,F,34,891,34,34,26.2,4.3,9.9,.436,1.1,2.4,.446,3.2,7.4,.433,4.4,5.0,.877,1.3,4.8,1.6,1.4,0.4,2.6,3.5,14.1
Helen Darling,SAS,G,33,391,33,1,11.8,0.5,1.8,.300,0.2,0.7,.273,0.4,1.2,.316,0.7,1.0,.647,0.3,1.0,1.4,0.6,0.0,1.0,1.5,1.9
Jessica Davenport,IND,C,33,469,33,0,14.2,2.9,5.1,.571,0.0,0.2,.143,2.9,4.9,.590,1.5,2.1,.725,0.8,2.8,0.5,0.4,0.8,1.2,2.0,7.4
Erika de Souza,ATL,F-C,34,872,34,34,25.6,5.6,9.8,.571,0.0,0.0,,5.6,9.8,.571,1.2,2.2,.547,2.8,8.3,0.9,0.8,1.2,1.8,3.2,12.4
Scholanda Dorrell,TUL,G,34,836,34,33,24.6,4.3,10.6,.402,0.7,2.2,.303,3.6,8.4,.428,2.7,3.8,.708,0.9,2.4,1.7,1.6,0.4,2.5,2.7,11.9
Katie Douglas,IND,G-F,34,1014,34,34,29.8,5.0,11.1,.449,2.0,5.1,.391,3.0,6.0,.498,1.7,2.1,.831,0.8,3.4,3.3,1.4,0.4,2.0,1.6,13.7
Candice Dupree,PHO,F,34,1014,34,34,29.8,6.8,10.2,.664,0.0,0.0,.000,6.8,10.2,.666,2.1,2.3,.936,2.2,7.6,1.3,1.0,0.8,1.9,2.5,15.7
Marie Ferdinand-Harris,LAS,G,30,728,30,24,24.3,3.4,8.2,.409,0.5,1.6,.292,2.9,6.6,.437,1.7,2.1,.839,0.6,2.7,1.2,0.9,0.2,1.1,2.1,8.9
Sylvia Fowles*,CHI,C,34,1087,34,34,32.0,6.7,11.5,.582,0.0,0.0,1.000,6.7,11.5,.581,4.4,5.8,.760,2.2,9.9,1.5,1.1,2.6,2.4,2.2,17.8
Megan Frazee,SAS,F,10,101,10,0,10.1,1.2,3.2,.375,0.1,0.9,.111,1.1,2.3,.478,1.3,1.9,.684,0.7,2.1,0.1,0.0,0.0,0.6,1.0,3.8
Kerri Gardin,CON,F,25,206,25,0,8.2,0.4,1.5,.270,0.0,0.4,.091,0.4,1.0,.346,0.3,0.5,.667,0.4,1.2,0.6,0.4,0.1,0.4,0.6,1.2
Kalana Greene,NYL,G,33,519,33,0,15.7,1.9,4.2,.464,0.2,0.6,.333,1.7,3.5,.487,0.5,0.7,.625,0.4,1.6,0.9,0.4,0.2,1.1,1.5,4.5
Kelsey Griffin,CON,F,34,679,34,19,20.0,1.4,4.0,.350,0.4,1.4,.271,1.0,2.6,.393,1.2,1.6,.774,1.3,4.7,1.1,0.7,0.5,1.3,1.9,4.4
Sandrine Gruda,CON,F-C,28,636,28,6,22.7,4.0,8.1,.491,0.1,0.4,.182,3.9,7.7,.507,3.5,4.6,.760,1.9,4.5,1.2,0.7,0.8,1.6,1.8,11.5
Becky Hammon*,SAS,G,32,1075,32,32,33.6,5.0,11.3,.442,2.2,5.5,.390,2.8,5.7,.492,3.0,3.2,.960,0.5,2.9,5.4,1.1,0.3,3.4,1.9,15.1
Lindsey Harding,WAS,G,34,1130,34,34,33.2,4.6,10.4,.445,0.4,1.5,.288,4.2,8.9,.472,2.4,3.1,.766,0.5,3.0,4.0,1.4,0.2,2.8,2.0,12.1
Allison Hightower,CON,G,20,207,20,1,10.4,1.0,3.0,.317,0.2,0.9,.167,0.8,2.1,.381,0.7,0.8,.813,0.5,1.3,0.5,0.7,0.1,0.5,1.2,2.7
Roneeka Hodges,SAS,G,34,859,34,19,25.3,2.8,7.7,.357,1.4,4.7,.308,1.3,3.1,.433,0.7,1.0,.758,0.7,3.2,1.4,0.4,0.3,1.2,1.2,7.7
Ebony Hoffman,IND,F,34,815,34,33,24.0,3.1,7.9,.397,0.8,2.4,.317,2.4,5.4,.432,1.0,1.2,.850,1.3,4.2,1.3,1.2,0.4,1.6,2.7,8.0
Chamique Holdsclaw,SAS,F,29,840,29,29,29.0,5.6,11.3,.494,0.4,1.1,.355,5.2,10.2,.508,2.0,2.5,.806,1.8,5.3,2.0,1.5,0.3,2.2,2.1,13.6
Quanitra Hollingsworth,MIN,C,25,182,25,0,7.3,0.6,1.5,.378,0.0,0.0,,0.6,1.5,.378,0.6,1.0,.600,0.5,1.8,0.2,0.2,0.0,0.8,1.5,1.7
Sequoia Holmes,PHO,G,15,119,15,0,7.9,0.5,2.6,.205,0.0,0.7,.000,0.5,1.9,.286,0.7,1.0,.733,0.5,1.3,0.4,0.4,0.0,0.7,1.1,1.8
Amber Holt,TUL,F,33,697,33,9,21.1,3.0,7.3,.408,0.8,2.6,.314,2.2,4.7,.461,2.0,2.5,.802,0.8,3.1,1.8,0.9,0.2,1.1,1.5,8.7
Charde Houston,MIN,F,34,758,34,8,22.3,4.5,10.8,.416,1.4,3.7,.365,3.1,7.1,.442,1.5,2.1,.704,0.9,4.1,1.4,1.3,0.6,2.0,2.1,11.8
Ashley Houts,WAS,G,20,110,20,0,5.5,0.3,0.8,.375,0.2,0.6,.250,0.2,0.2,.750,0.1,0.1,1.000,0.2,0.7,0.5,0.3,0.0,0.4,0.5,0.9
Sandora Irvin,CHI,F,18,137,18,1,7.6,0.8,1.7,.467,0.1,0.4,.143,0.7,1.3,.565,0.3,0.5,.667,0.6,1.4,0.2,0.1,0.3,0.6,1.6,1.9
Lauren Jackson*,SEA,F-C,32,993,32,32,31.0,6.9,14.9,.462,1.7,4.9,.346,5.2,10.0,.519,5.1,5.6,.910,2.8,8.3,1.2,0.9,1.2,1.4,2.8,20.5
Briann January,IND,G,30,657,30,7,21.9,2.2,5.8,.371,0.7,2.0,.356,1.5,3.9,.379,2.4,2.9,.826,0.7,2.0,3.1,1.2,0.1,2.3,2.5,7.4
Anete Jekabsone-Zogota,CON,G,19,352,19,14,18.5,2.7,6.9,.389,1.4,4.1,.351,1.3,2.8,.444,0.8,0.8,1.000,0.2,2.1,1.7,0.5,0.3,1.2,2.2,7.6
Temeka Johnson,PHO,G,34,928,34,34,27.3,3.6,8.7,.411,0.9,2.9,.309,2.7,5.9,.460,1.1,1.4,.796,0.6,3.2,4.7,0.9,0.2,2.0,2.5,9.2
Asjha Jones,CON,F,30,774,30,29,25.8,4.6,10.3,.448,0.2,0.7,.300,4.4,9.7,.459,1.3,1.5,.848,1.6,4.9,2.2,0.4,0.4,1.8,2.2,10.8
Marion Jones,TUL,G,33,311,33,1,9.4,1.3,2.4,.525,0.1,0.2,.250,1.2,2.2,.556,0.8,1.3,.595,0.9,1.6,0.6,0.5,0.2,0.7,1.0,3.4
Crystal Kelly,SAS,F,26,242,26,0,9.3,0.8,1.9,.440,0.0,0.0,1.000,0.8,1.9,.429,1.3,1.8,.739,0.5,1.2,0.3,0.3,0.0,0.9,1.3,3.0
Cathrine Kraayeveld,CHI,F,34,722,34,14,21.2,1.9,5.3,.350,0.9,2.9,.316,0.9,2.4,.390,0.6,0.7,.875,0.7,2.7,1.3,0.6,0.6,1.4,1.4,5.2
Alison Lacey,SEA,G,21,144,21,0,6.9,0.2,1.7,.114,0.1,1.3,.111,0.0,0.4,.125,0.2,0.2,1.000,0.1,0.8,0.5,0.3,0.0,0.4,0.9,0.8
Jennifer Lacy,TUL,F,24,402,24,3,16.8,2.3,5.9,.383,0.7,1.8,.386,1.5,4.0,.381,1.8,2.3,.750,1.1,3.0,0.8,0.8,0.3,1.4,2.3,7.0
Natasha Lacy,TUL,G,16,293,16,3,18.3,2.4,5.0,.475,0.2,0.8,.250,2.2,4.3,.515,1.4,2.3,.595,0.3,2.3,3.5,1.4,0.2,2.4,1.9,6.3
Crystal Langhorne,WAS,F-C,34,1158,34,34,34.1,6.5,11.0,.589,0.0,0.2,.167,6.5,10.9,.596,3.3,4.3,.772,2.9,9.7,1.1,0.9,0.2,2.6,2.2,16.3
Ivory Latta,TUL,G,18,517,18,16,28.7,4.3,10.3,.422,1.7,4.5,.370,2.7,5.8,.462,2.1,2.7,.776,0.4,1.4,3.9,1.0,0.1,2.2,1.8,12.4
Edwige Lawson-Wade,SAS,G,33,724,33,19,21.9,2.0,5.5,.370,1.3,3.8,.339,0.7,1.6,.444,1.2,1.3,.907,0.5,1.9,2.8,1.1,0.1,1.4,2.2,6.5
Kara Lawson,CON,G,34,854,34,32,25.1,3.0,7.3,.409,1.4,3.8,.359,1.6,3.5,.462,1.0,1.1,.895,0.2,2.6,3.5,0.4,0.0,1.4,1.4,8.3
Shalee Lehning,ATL,G,33,775,33,33,23.5,1.5,3.2,.453,0.4,1.1,.361,1.1,2.1,.500,0.4,0.9,.467,0.8,2.7,4.8,0.8,0.2,1.8,2.1,3.7
Betty Lennox,LAS,G,11,128,11,0,11.6,1.6,4.2,.391,1.2,3.3,.361,0.5,0.9,.500,0.5,0.5,.833,0.4,1.7,1.5,0.2,0.0,0.6,2.2,4.9
Yelena Leuchanka,ATL,C,32,339,32,0,10.6,1.6,3.3,.476,0.0,0.2,.200,1.5,3.1,.490,1.0,1.3,.744,0.9,2.6,0.4,0.5,0.3,1.4,1.7,4.2
Taylor Lilley,PHO,G,21,227,21,1,10.8,1.1,2.8,.397,0.7,2.0,.326,0.4,0.7,.600,0.5,0.5,.909,0.1,0.9,0.7,0.5,0.0,0.8,0.9,3.3
Camille Smith,SEA,F,34,838,34,34,24.6,3.8,7.5,.500,0.2,0.7,.348,3.5,6.9,.515,2.4,3.4,.711,2.1,5.2,1.4,1.6,0.6,1.8,3.1,10.1
Sancho Lyttle,ATL,F,32,930,32,31,29.1,5.1,10.5,.484,0.0,0.0,,5.1,10.5,.484,2.7,3.8,.725,3.2,9.9,2.2,1.7,0.6,2.0,3.0,12.8
Hamchetou Maiga-Ba,MIN,F,34,467,34,9,13.7,1.3,3.3,.384,0.0,0.0,.000,1.3,3.3,.387,0.6,1.0,.667,1.0,2.3,0.9,0.4,0.1,1.1,1.6,3.2
Kristen Mann,MIN,F,5,15,5,0,3.0,0.2,1.2,.167,0.2,0.8,.250,0.0,0.4,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Gabriela Marginean,MIN,F,4,12,4,0,3.0,0.3,1.3,.200,0.0,0.0,,0.3,1.3,.200,0.0,0.0,,0.8,1.0,0.3,0.3,0.3,0.3,0.5,0.5
Nuria Martinez,MIN,G,15,128,15,0,8.5,0.4,2.2,.182,0.2,1.3,.150,0.2,0.9,.231,0.8,1.2,.667,0.0,0.7,0.7,0.3,0.0,0.8,1.5,1.8
Janel McCarville,NYL,F-C,34,967,34,34,28.4,3.7,8.1,.462,0.1,0.3,.273,3.6,7.8,.470,1.2,1.5,.820,1.9,5.9,2.2,1.4,0.7,2.5,2.6,8.8
Angel McCoughtry,ATL,F-G,34,1044,34,34,30.7,7.2,17.7,.408,1.0,3.7,.262,6.3,14.0,.447,5.6,7.0,.803,1.9,4.9,3.1,1.9,0.6,3.2,3.1,21.1
Taj McWilliams-Franklin,NYL,F-C,34,994,34,34,29.2,4.1,8.1,.511,0.2,0.7,.261,3.9,7.4,.534,2.2,2.7,.826,2.2,5.4,2.0,1.4,0.9,1.5,3.0,10.6
Chasity Melvin,WAS,C-F,34,659,34,12,19.4,2.2,5.1,.434,0.0,0.0,,2.2,5.1,.434,0.8,1.2,.643,2.1,4.7,0.7,0.7,0.5,1.2,2.1,5.2
Coco Miller,ATL,G,27,198,27,0,7.3,1.3,3.1,.400,0.2,1.0,.192,1.1,2.2,.492,0.4,0.5,.857,0.2,0.6,0.8,0.2,0.0,0.7,1.0,3.1
Kelly Miller,ATL,G,30,493,30,1,16.4,1.0,3.6,.290,0.8,2.3,.329,0.3,1.2,.216,0.7,0.8,.880,0.4,1.9,2.6,0.8,0.1,1.2,1.6,3.6
DeLisha Milton-Jones,LAS,F,34,1096,34,34,32.2,5.7,12.1,.470,0.8,2.4,.317,4.9,9.7,.508,3.2,3.7,.866,1.0,4.7,2.5,1.1,0.6,2.8,3.1,15.4
Leilani Mitchell,NYL,G,34,978,34,34,28.8,3.1,7.0,.441,2.1,4.4,.486,1.0,2.6,.367,1.0,1.3,.814,0.7,2.6,3.8,1.6,0.2,1.5,2.3,9.3
Chanel Mokango,LAS,F,21,72,21,0,3.4,0.1,0.8,.176,0.0,0.1,.000,0.1,0.7,.200,0.1,0.2,.750,0.2,0.6,0.0,0.1,0.5,0.2,0.5,0.4
Jacinta Monroe,WAS,F,17,117,17,0,6.9,0.9,1.8,.484,0.0,0.1,.000,0.9,1.8,.500,0.4,0.7,.500,0.2,0.9,0.2,0.3,0.5,0.4,1.2,2.1
Renee Montgomery,CON,G,34,940,34,23,27.6,4.6,11.6,.401,1.9,5.6,.349,2.7,6.0,.449,2.1,2.4,.855,0.4,2.2,4.1,1.4,0.1,2.3,2.0,13.3
Jessica Moore,IND,F-C,33,431,33,0,13.1,1.2,2.7,.427,0.0,0.0,.000,1.2,2.7,.432,0.8,0.9,.833,0.9,2.1,0.4,0.2,0.1,0.9,1.8,3.1
Jene Morris,IND,G,25,196,25,0,7.8,1.1,2.6,.424,0.6,1.5,.368,0.6,1.1,.500,0.1,0.1,.667,0.1,0.6,0.5,0.3,0.1,0.7,1.1,2.9
Abi Olajuwon,CHI,C,6,30,6,0,5.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,0.0,0.0,,0.5,0.7,0.0,0.2,0.0,0.3,0.5,1.0
Candace Parker,LAS,F-C,10,335,10,10,33.5,8.1,16.2,.500,0.3,1.2,.250,7.8,15.0,.520,4.1,5.6,.732,1.9,10.1,2.2,1.0,2.2,3.2,1.8,20.6
Ticha Penicheiro,LAS,G,32,843,32,30,26.3,1.5,3.7,.410,0.0,0.3,.111,1.5,3.4,.435,1.8,2.3,.819,0.5,4.0,6.9,1.3,0.1,2.3,1.8,4.9
Jia Perkins,CHI,G,34,936,34,34,27.5,4.3,10.8,.396,1.1,3.2,.349,3.1,7.6,.416,1.0,1.3,.814,1.0,2.9,2.4,1.6,0.2,1.2,1.8,10.7
Cappie Pondexter,NYL,G,34,1167,34,34,34.3,7.5,15.5,.483,1.9,4.4,.430,5.6,11.1,.504,4.6,5.2,.892,0.6,4.5,4.9,0.9,0.1,2.4,2.6,21.4
Nicole Powell,NYL,F,34,895,34,34,26.3,3.3,8.5,.389,1.9,4.9,.395,1.4,3.6,.380,0.8,0.9,.839,1.0,4.2,2.2,1.0,0.2,1.4,2.0,9.3
Armintie Herrington,ATL,G,34,561,34,0,16.5,1.6,4.0,.387,0.0,0.1,.000,1.6,3.9,.398,1.8,3.0,.594,1.2,3.0,1.8,0.9,0.1,1.1,1.5,4.9
Epiphanny Prince,CHI,G,34,665,34,2,19.6,3.4,8.1,.427,0.7,2.1,.338,2.7,6.0,.458,2.2,2.9,.784,0.4,2.0,2.7,1.6,0.1,1.8,2.0,9.8
Noelle Quinn,LAS,G,34,1104,34,34,32.5,4.0,9.1,.443,1.0,2.6,.402,3.0,6.5,.459,1.1,1.4,.776,0.8,4.0,2.8,1.0,0.3,1.4,1.6,10.2
Brittainey Raven,ATL,G,23,125,23,0,5.4,0.5,2.0,.244,0.2,0.8,.278,0.3,1.2,.222,0.3,0.3,.875,0.5,0.9,0.4,0.2,0.0,0.4,0.5,1.5
Andrea Riley,LAS,G,29,224,29,0,7.7,0.9,3.1,.303,0.5,1.8,.294,0.4,1.3,.316,1.1,1.3,.838,0.2,0.8,1.0,0.5,0.0,0.8,0.8,3.4
Ruth Riley,SAS,C,20,261,20,2,13.1,1.5,2.7,.537,0.1,0.3,.200,1.4,2.5,.571,0.8,1.0,.800,0.3,2.3,1.0,0.3,0.7,1.0,2.0,3.8
Ashley Robinson,SEA,C,30,245,30,0,8.2,0.6,1.5,.413,0.0,0.0,,0.6,1.5,.413,0.1,0.3,.333,0.5,1.9,0.5,0.1,0.7,0.6,1.3,1.4
Nakia Sanford,WAS,C-F,34,608,34,22,17.9,2.2,4.7,.478,0.0,0.0,,2.2,4.7,.478,1.6,2.2,.697,1.5,4.2,0.7,0.7,0.2,2.0,2.9,6.0
Brooke Smith,PHO,F-C,16,131,16,0,8.2,1.1,1.4,.739,0.0,0.0,,1.1,1.4,.739,0.4,0.4,.857,0.4,1.8,0.3,0.1,0.3,0.2,1.0,2.5
Katie Smith*,WAS,G,33,1016,33,33,30.8,3.3,8.4,.395,1.6,4.5,.362,1.7,3.8,.433,1.3,1.7,.764,0.4,2.1,2.6,0.7,0.2,1.6,2.8,9.5
Tangela Smith,PHO,C,34,992,34,34,29.2,3.5,8.8,.395,1.5,4.3,.347,2.0,4.5,.441,0.8,1.1,.750,1.0,5.2,0.9,0.7,0.9,1.1,3.4,9.2
Belinda Snell,SAS,G,2,38,2,1,19.0,1.5,4.5,.333,0.5,2.5,.200,1.0,2.0,.500,1.0,1.0,1.000,0.5,2.0,2.5,0.0,0.0,1.0,0.0,4.5
Michelle Snow,SAS,C,34,821,34,33,24.1,4.2,7.4,.574,0.0,0.0,.000,4.2,7.4,.576,1.9,2.6,.719,1.5,6.2,1.6,1.0,0.7,1.6,2.1,10.4
Sidney Spencer,NYL,G,20,168,20,0,8.4,1.1,2.2,.512,0.4,0.8,.533,0.7,1.4,.500,0.0,0.0,,0.1,0.8,0.3,0.3,0.0,0.4,0.6,2.6
Tiffany Stansbury,LAS,F-C,5,14,5,0,2.8,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,0.2,0.4,.500,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.6
Tammy Sutton-Brown,IND,C,34,875,34,34,25.7,3.0,6.7,.450,0.0,0.0,.000,3.0,6.7,.452,2.1,2.9,.707,2.0,5.1,0.9,1.0,1.6,1.6,2.6,8.1
Ketia Swanier,PHO,G,32,322,32,0,10.1,1.1,2.9,.391,0.4,1.0,.387,0.8,1.9,.393,0.3,0.7,.524,0.2,1.2,1.7,0.3,0.0,1.3,0.7,3.0
Diana Taurasi,PHO,G,31,998,31,31,32.2,6.8,16.0,.427,2.6,6.9,.374,4.3,9.1,.466,6.4,7.0,.912,0.4,4.3,4.7,1.2,0.6,3.5,3.5,22.6
Penny Taylor,PHO,F,32,959,32,32,30.0,5.4,10.6,.509,1.4,3.3,.442,4.0,7.4,.538,3.7,4.1,.893,1.0,4.4,5.0,1.5,0.3,2.4,2.8,15.9
Christi Thomas,CHI,F-C,15,127,15,0,8.5,0.5,1.3,.400,0.0,0.1,.000,0.5,1.3,.421,0.2,0.4,.500,0.4,1.7,0.1,0.1,0.2,0.5,2.3,1.3
Amanda Thompson,TUL,F,7,49,7,0,7.0,0.3,2.0,.143,0.0,0.0,,0.3,2.0,.143,1.0,1.4,.700,0.3,1.6,0.4,0.4,0.0,0.6,1.1,1.6
Tina Thompson*,LAS,F,33,1095,33,33,33.2,6.0,13.5,.446,1.7,4.9,.352,4.3,8.5,.500,2.9,3.3,.872,1.9,6.2,1.8,1.2,0.7,2.3,3.0,16.6
Erin Thorn,CHI,G,34,683,34,0,20.1,2.1,5.0,.412,1.2,2.9,.420,0.8,2.1,.400,0.9,1.1,.889,0.4,1.9,2.1,0.6,0.1,1.3,1.1,6.3
Kristi Toliver,LAS,G,34,703,34,4,20.7,3.1,7.1,.438,1.1,3.1,.349,2.0,3.9,.507,1.3,1.6,.815,0.7,2.2,1.3,0.5,0.1,1.5,1.9,8.6
Kia Vaughn,NYL,C,30,243,30,0,8.1,0.8,2.3,.348,0.0,0.0,1.000,0.8,2.3,.338,0.4,0.7,.650,0.5,1.4,0.3,0.2,0.2,0.6,1.5,2.1
Jana Vesela,SEA,F,29,330,29,0,11.4,1.2,2.2,.547,0.2,0.5,.400,1.0,1.7,.592,0.6,0.7,.800,0.6,2.0,0.6,0.6,0.2,0.9,1.0,3.2
Ashley Walker,TUL,F-C,2,9,2,0,4.5,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.5,0.0
DeMya Walker,CON,F,31,341,31,2,11.0,1.4,3.4,.419,0.0,0.1,.000,1.4,3.3,.431,1.2,1.5,.826,1.0,2.1,0.8,0.5,0.2,1.3,2.1,4.1
Lindsay Whalen*,MIN,G,33,1110,33,33,33.6,4.1,9.9,.410,0.5,2.0,.227,3.6,7.9,.456,4.0,4.5,.899,0.9,4.0,5.6,1.4,0.2,2.3,2.6,12.6
Tan White,CON,G,34,857,34,10,25.2,3.6,8.5,.420,1.4,3.9,.366,2.1,4.5,.468,1.5,1.9,.800,0.2,2.7,2.3,1.6,0.1,1.6,2.7,10.1
Candice Wiggins,MIN,G,8,238,8,7,29.8,3.8,9.3,.405,2.6,5.8,.457,1.1,3.5,.321,3.6,3.8,.967,0.9,2.8,2.1,1.8,0.0,2.4,2.6,13.8
Le'coe Willingham,SEA,F,33,515,33,2,15.6,2.1,3.9,.538,0.4,0.9,.452,1.7,3.0,.566,0.8,1.3,.667,1.9,4.1,0.7,0.5,0.2,0.9,1.8,5.5
Lindsay Wisdom-Hylton,LAS,F,32,482,32,1,15.1,1.9,3.8,.500,0.0,0.1,.000,1.9,3.7,.508,0.8,1.1,.706,1.4,3.4,0.4,0.6,0.8,0.7,1.6,4.5
Monica Wright,MIN,G,34,866,34,24,25.5,4.1,11.1,.370,0.9,2.8,.340,3.1,8.3,.379,2.0,2.4,.819,0.9,2.9,1.5,1.0,0.2,2.0,3.0,11.1
Tanisha Wright,SEA,G,34,988,34,34,29.1,3.1,7.7,.410,0.7,1.6,.411,2.5,6.0,.410,2.2,2.6,.844,0.8,3.3,4.5,1.2,0.3,2.1,3.2,9.2
Sophia Young-Malcolm,SAS,F,34,1082,34,34,31.8,6.4,12.7,.501,0.3,1.1,.263,6.1,11.6,.524,2.3,3.5,.658,1.3,5.2,2.4,1.6,0.3,2.1,2.6,15.3
Tamera Young,CHI,F,32,595,32,22,18.6,2.4,6.6,.362,0.4,1.5,.277,2.0,5.1,.387,1.6,2.4,.684,1.0,3.1,1.6,0.8,0.2,1.5,2.0,6.8
