Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Sydney Carter,IND,G,23,287,23,0,12.5,1.0,3.5,.288,0.2,1.0,.167,0.8,2.4,.339,1.0,1.3,.742,0.3,0.9,1.3,0.3,0.1,1.4,0.9,3.2
Tamika Catchings*,IND,F,16,430,16,16,26.9,5.6,12.6,.446,0.9,2.4,.368,4.8,10.3,.463,4.0,5.1,.790,1.3,6.4,1.9,1.7,0.8,2.1,1.9,16.1
Tina Charles,NYL,C,34,1119,34,34,32.9,6.9,15.0,.462,0.0,0.0,,6.9,15.0,.462,3.5,4.6,.752,2.6,9.4,2.2,1.3,0.9,2.3,1.7,17.4
Karima Christmas-Kelly,IND,F-G,34,736,34,3,21.6,2.0,5.9,.343,0.8,2.1,.386,1.2,3.9,.321,2.1,2.8,.755,1.4,3.6,0.9,0.9,0.3,0.7,2.1,6.9
Shameka Christon,SAS,G,31,338,31,0,10.9,1.2,3.5,.355,0.8,2.6,.309,0.4,0.8,.500,0.4,0.5,.800,0.3,1.3,0.2,0.2,0.1,0.3,1.1,3.6
Layshia Clarendon,IND,G,29,398,29,3,13.7,1.7,4.2,.402,0.2,0.7,.316,1.5,3.6,.417,0.6,0.8,.708,0.4,1.4,1.2,0.4,0.0,1.0,1.1,4.2
Alysha Clark,SEA,F,34,561,34,22,16.5,1.6,3.7,.448,0.4,1.7,.246,1.2,2.0,.618,0.5,0.7,.696,0.8,2.1,0.6,0.5,0.3,0.7,1.9,4.2
Courtney Clements,CHI,G,33,376,33,1,11.4,1.1,3.0,.364,0.1,0.7,.174,1.0,2.3,.421,0.4,0.4,1.000,0.4,1.7,0.7,0.4,0.1,0.4,1.0,2.7
Marissa Coleman,IND,G-F,34,815,34,32,24.0,3.1,8.0,.391,1.3,3.3,.381,1.9,4.6,.399,1.4,1.8,.817,0.8,3.3,1.1,0.8,0.3,1.2,2.0,8.9
Nadia Colhado,ATL,C,16,127,16,0,7.9,1.3,2.6,.500,0.0,0.0,,1.3,2.6,.500,0.1,0.4,.286,0.3,1.8,0.1,0.3,0.4,0.5,1.4,2.8
Anna Cruz,NYL,G,34,922,34,34,27.1,3.2,6.9,.462,0.5,1.4,.347,2.7,5.5,.492,0.8,1.1,.692,0.4,3.5,3.6,1.3,0.3,2.1,1.8,7.7
Monique Currie,WAS,F,34,804,34,28,23.6,3.0,7.7,.393,0.6,2.4,.229,2.5,5.3,.469,3.3,4.1,.793,0.9,4.6,1.5,1.1,0.1,1.4,2.6,9.9
Damiris Dantas,MIN,C-F,30,655,30,23,21.8,2.4,4.6,.511,0.0,0.0,1.000,2.3,4.6,.507,1.3,1.7,.760,1.5,5.1,1.2,0.5,0.4,0.8,2.1,6.0
Elena Delle Donne,CHI,F-G,16,408,16,9,25.5,5.7,13.3,.429,1.3,3.4,.364,4.4,9.8,.452,5.3,5.6,.933,1.4,4.0,1.1,0.6,1.5,0.8,1.4,17.9
Erika de Souza,ATL,F-C,33,986,33,33,29.9,5.8,10.7,.545,0.0,0.0,,5.8,10.7,.545,2.2,3.1,.706,2.9,8.7,1.2,1.1,1.4,1.8,2.8,13.8
Skylar Diggins,TUL,G,34,1192,34,34,35.1,6.8,16.1,.424,1.0,3.4,.284,5.9,12.7,.462,5.5,6.5,.842,0.7,2.5,5.0,1.5,0.6,2.9,2.6,20.1
Stefanie Dolson,WAS,C,34,627,34,1,18.4,2.6,5.2,.492,0.0,0.1,.000,2.6,5.1,.500,0.9,1.1,.811,0.9,4.4,1.2,0.4,1.1,1.7,2.7,6.0
Katie Douglas,CON,G-F,32,1040,32,32,32.5,4.2,11.6,.358,2.0,5.5,.356,2.2,6.1,.359,2.8,3.3,.848,0.8,3.3,2.2,0.9,0.4,2.2,1.8,13.1
Celine Dumerc,ATL,G,28,527,28,11,18.8,1.0,3.4,.295,0.4,1.9,.231,0.6,1.5,.372,0.9,1.3,.694,0.6,2.0,4.0,1.1,0.1,2.1,1.9,3.3
Candice Dupree,PHO,F,34,1062,34,34,31.2,6.2,11.6,.533,0.0,0.0,,6.2,11.6,.533,2.1,2.5,.849,1.2,7.6,2.4,0.9,0.5,1.4,1.4,14.5
Aaryn Ellenberg,CHI,G,2,1,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Faris,CON,G,25,192,25,0,7.7,0.3,1.3,.242,0.2,0.6,.267,0.2,0.7,.222,0.3,0.4,.800,0.2,1.2,0.4,0.1,0.1,0.3,0.7,1.1
Jamierra Faulkner,CHI,G,34,694,34,18,20.4,2.8,7.8,.362,0.4,1.4,.265,2.4,6.4,.384,1.8,2.2,.838,0.3,2.0,3.5,1.0,0.2,2.4,1.9,7.9
Sylvia Fowles*,CHI,C,20,596,20,18,29.8,5.1,9.3,.546,0.0,0.0,,5.1,9.3,.546,3.3,4.2,.783,2.3,10.2,0.6,1.4,2.1,2.9,3.3,13.4
Markeisha Gatling,CHI,C,29,319,29,1,11.0,1.6,2.4,.648,0.0,0.0,,1.6,2.4,.648,0.6,0.8,.727,0.8,2.4,0.0,0.1,0.4,0.7,2.2,3.7
Briana Gilbreath-Butler,CON,G,6,36,6,0,6.0,0.2,1.0,.167,0.0,0.3,.000,0.2,0.7,.250,0.0,0.0,,0.0,0.8,0.0,0.2,0.2,0.3,0.5,0.3
Sasha Goodlett,CHI,C,34,440,34,15,12.9,1.3,2.9,.454,0.0,0.0,,1.3,2.9,.454,0.8,1.1,.722,0.8,2.3,0.3,0.3,0.5,0.6,1.5,3.4
Angel Goodrich,TUL,G,28,181,28,0,6.5,0.4,0.9,.500,0.0,0.1,.500,0.4,0.8,.500,0.1,0.3,.571,0.1,0.4,0.8,0.3,0.0,0.7,0.5,1.0
Kalana Greene,WAS,G,20,78,20,0,3.9,0.3,0.8,.400,0.0,0.1,.000,0.3,0.7,.462,0.2,0.2,.750,0.0,0.6,0.1,0.4,0.0,0.0,0.5,0.8
Nikki Greene,LAS,F-C,11,38,11,0,3.5,0.2,0.9,.200,0.0,0.0,,0.2,0.9,.200,0.1,0.1,1.000,0.3,1.0,0.0,0.1,0.1,0.5,0.9,0.5
Kelsey Griffin,CON,F,31,594,31,10,19.2,1.7,5.1,.327,0.3,1.0,.267,1.4,4.2,.341,0.8,1.1,.706,1.9,5.1,0.8,1.3,0.5,0.6,2.4,4.4
Brittney Griner,PHO,C,34,1045,34,34,30.7,6.4,11.1,.578,0.0,0.0,,6.4,11.1,.578,2.7,3.4,.802,1.8,8.0,1.6,0.6,3.8,1.9,3.2,15.6
Sandrine Gruda,LAS,F-C,34,409,34,0,12.0,1.5,3.8,.392,0.0,0.0,,1.5,3.8,.392,0.8,1.1,.667,1.2,3.0,0.6,0.4,0.1,1.3,1.3,3.8
Becky Hammon*,SAS,G,32,784,32,32,24.5,2.8,6.8,.417,1.5,3.7,.398,1.4,3.1,.440,1.1,1.1,1.000,0.1,1.4,4.2,0.4,0.1,1.7,1.2,8.3
Lindsey Harding,LAS,G,31,705,31,10,22.7,2.3,6.8,.333,0.2,0.7,.227,2.1,6.1,.346,1.1,1.4,.786,0.5,1.8,3.2,1.0,0.0,1.5,1.6,5.7
Bria Hartley,WAS,G,34,921,34,29,27.1,3.4,9.0,.380,1.0,3.0,.327,2.4,6.0,.407,1.9,2.4,.780,0.6,2.1,3.1,0.7,0.1,2.5,1.8,9.7
Jasmine Hassell,IND,F,2,21,2,0,10.5,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,0.0,0.0,,0.0,0.0,0.5,1.5,0.0,1.0,2.5,3.0
Tianna Hawkins,WAS,F,34,360,34,0,10.6,1.7,3.5,.479,0.1,0.5,.294,1.5,3.0,.510,0.7,0.9,.719,1.4,3.0,0.5,0.4,0.2,1.0,2.0,4.2
Tiffany Hayes,ATL,G,34,966,34,32,28.4,4.2,9.0,.466,1.2,3.3,.357,3.0,5.7,.528,3.3,4.3,.760,0.9,3.0,2.5,1.0,0.3,1.2,2.4,12.9
Aneika Henry-Morello,ATL,F-C,34,435,34,4,12.8,1.9,3.2,.582,0.0,0.0,,1.9,3.2,.582,0.7,1.1,.676,1.4,3.4,0.3,0.2,0.7,0.9,1.7,4.5
Allison Hightower,CON,G,14,335,14,10,23.9,2.9,7.4,.394,0.4,1.9,.222,2.5,5.5,.455,1.4,1.6,.909,0.7,2.2,1.4,1.3,0.3,0.9,2.4,7.7
Tayler Hill,WAS,G,5,39,5,0,7.8,0.2,2.6,.077,0.2,1.4,.143,0.0,1.2,.000,0.4,0.4,1.000,0.0,0.2,0.4,0.2,0.0,0.0,0.0,1.0
Roneeka Hodges,TUL,G,34,720,34,34,21.2,1.9,5.4,.346,0.9,3.3,.259,1.0,2.1,.479,0.7,0.9,.793,0.6,1.8,1.4,0.5,0.1,0.6,2.0,5.3
Ebony Hoffman,CON,F,8,68,8,0,8.5,0.8,2.3,.333,0.0,0.1,.000,0.8,2.1,.353,0.0,0.0,,0.8,1.8,0.5,0.6,0.0,0.8,1.5,1.5
Jordan Hooper,TUL,F,34,646,34,1,19.0,2.0,5.6,.354,1.4,4.1,.329,0.6,1.5,.423,0.4,0.6,.714,0.7,2.4,0.6,0.4,0.2,0.8,1.4,5.8
Charde Houston,NYL,F,17,142,17,0,8.4,1.4,3.0,.451,0.1,0.5,.125,1.3,2.5,.512,0.5,0.8,.692,0.4,1.0,0.6,0.5,0.4,0.9,1.5,3.3
Natasha Howard,IND,F,34,576,34,15,16.9,2.9,6.5,.443,0.0,0.0,.000,2.9,6.5,.445,1.2,2.0,.594,1.5,3.1,0.6,0.8,0.7,1.5,2.6,7.0
Tiffany Jackson-Jones,TUL,F,7,71,7,0,10.1,0.9,2.1,.400,0.0,0.0,,0.9,2.1,.400,0.4,0.6,.750,0.4,1.9,0.1,0.6,0.1,0.6,1.3,2.1
Briann January,IND,G,31,895,31,31,28.9,3.5,9.1,.387,1.2,3.0,.383,2.4,6.1,.388,2.1,2.4,.880,0.4,1.6,3.7,1.2,0.3,2.3,2.4,10.3
Chucky Jeffery,NYL,G,15,72,15,0,4.8,0.5,1.1,.412,0.0,0.1,.000,0.5,1.1,.438,0.1,0.3,.250,0.2,1.0,0.2,0.4,0.1,0.3,0.5,1.0
Anete Jekabsone-Zogota,PHO,G,32,341,32,0,10.7,1.0,3.0,.320,0.5,1.5,.306,0.5,1.5,.333,0.3,0.3,1.000,0.1,0.5,0.9,0.2,0.0,0.8,1.0,2.7
Glory Johnson,TUL,F,33,1070,33,33,32.4,5.2,11.7,.449,0.0,0.1,.000,5.2,11.6,.453,4.2,5.5,.760,2.9,9.2,1.4,1.4,0.4,2.6,3.2,14.7
Shenise Johnson,SAS,G,30,537,30,1,17.9,2.3,5.7,.400,0.5,1.4,.372,1.7,4.2,.409,1.0,1.2,.829,1.0,3.3,1.4,1.0,0.1,1.1,1.0,6.0
Temeka Johnson,SEA,G,34,578,34,3,17.0,2.1,5.9,.361,0.5,1.5,.340,1.6,4.5,.368,1.0,1.1,.921,0.2,2.1,3.2,0.7,0.1,1.6,1.2,5.8
Lynetta Kizer,IND,F,31,280,31,1,9.0,1.7,4.0,.431,0.0,0.0,,1.7,4.0,.431,0.4,0.7,.619,0.9,2.4,0.1,0.3,0.3,0.8,1.8,3.8
Ewelina Kobryn,PHO,C,20,137,20,0,6.9,0.5,1.8,.286,0.0,0.2,.000,0.5,1.6,.323,0.6,0.9,.611,0.3,1.1,0.2,0.3,0.1,0.3,1.2,1.6
Jennifer Lacy,TUL,F,34,357,34,1,10.5,1.2,3.3,.369,0.6,1.7,.322,0.6,1.5,.423,0.5,0.9,.581,0.5,1.5,0.3,0.2,0.1,0.8,1.9,3.5
Natasha Lacy,NYL,G,11,82,11,0,7.5,0.6,1.3,.500,0.0,0.2,.000,0.6,1.1,.583,0.3,0.7,.375,0.0,0.8,0.9,1.0,0.0,0.3,0.4,1.5
Crystal Langhorne,SEA,F-C,34,983,34,34,28.9,5.3,9.3,.571,0.1,0.1,.667,5.2,9.2,.571,2.2,3.4,.658,1.7,7.4,1.0,0.6,0.4,2.0,2.2,12.9
Erlana Larkins,IND,F,33,1044,33,33,31.6,3.8,6.3,.599,0.0,0.0,,3.8,6.3,.599,2.2,3.1,.716,3.0,9.2,2.5,1.9,0.8,2.2,3.2,9.7
Ivory Latta,WAS,G,34,1079,34,33,31.7,4.1,10.4,.395,2.4,6.3,.377,1.7,4.1,.424,2.2,2.6,.833,0.5,2.4,3.3,0.7,0.0,1.9,1.6,12.8
Jantel Lavender,LAS,F,34,963,34,27,28.3,5.1,9.7,.527,0.0,0.1,.200,5.1,9.6,.532,1.6,2.0,.794,1.9,6.3,1.5,0.5,0.8,1.9,1.9,11.9
Kara Lawson,WAS,G,28,610,28,4,21.8,2.5,6.5,.379,1.0,3.1,.337,1.4,3.4,.417,1.0,1.1,.935,0.4,2.9,2.5,0.3,0.0,1.3,1.1,7.0
Tricia Liston,MIN,F,25,181,25,0,7.2,0.7,1.8,.400,0.6,1.2,.467,0.2,0.6,.267,0.2,0.2,.667,0.1,1.1,0.3,0.0,0.1,0.1,0.5,2.2
Camille Smith,SEA,F,33,1017,33,33,30.8,4.4,9.9,.448,0.8,2.4,.338,3.6,7.5,.484,3.2,4.0,.797,1.2,4.3,1.6,1.0,0.4,2.4,2.5,12.9
Maggie Lucas,IND,G,30,310,30,0,10.3,1.1,3.4,.333,0.7,2.2,.308,0.5,1.2,.378,0.7,0.8,.957,0.1,0.9,0.7,0.3,0.2,0.4,1.2,3.7
Sancho Lyttle,ATL,F,34,1064,34,34,31.3,5.3,11.5,.459,0.1,0.3,.273,5.2,11.1,.464,1.6,2.4,.663,2.5,9.0,2.4,2.2,0.6,1.4,2.7,12.2
Kayla McBride,SAS,G,34,884,34,34,26.0,4.5,11.1,.406,1.7,4.2,.396,2.9,6.9,.413,2.3,2.7,.846,0.6,2.3,1.7,1.0,0.1,1.2,1.1,13.0
Janel McCarville,MIN,F-C,34,920,34,34,27.1,3.1,6.9,.457,0.2,0.7,.333,2.9,6.2,.471,1.4,1.9,.738,1.1,4.8,3.1,1.2,0.9,1.7,2.3,7.9
Angel McCoughtry,ATL,F-G,31,972,31,29,31.4,6.6,15.8,.420,1.0,3.4,.295,5.6,12.5,.453,4.2,5.2,.809,1.7,5.2,3.6,2.4,0.4,3.7,3.0,18.5
Danielle McCray,CON,F,18,208,18,2,11.6,0.7,3.1,.232,0.1,0.3,.333,0.6,2.8,.220,0.4,0.8,.500,0.5,1.4,0.8,0.6,0.1,1.4,1.0,1.9
Nadirah McKenith,MIN,G,6,24,6,0,4.0,0.2,0.7,.250,0.0,0.0,,0.2,0.7,.250,0.3,0.3,1.000,0.0,0.7,0.2,0.2,0.0,0.2,0.3,0.7
Shanece McKinney,NYL,C-F,24,164,24,0,6.8,0.7,1.6,.421,0.0,0.0,,0.7,1.6,.421,0.5,1.0,.500,0.8,1.4,0.3,0.1,0.2,0.3,0.9,1.8
Emma Meesseman,WAS,F,34,931,34,34,27.4,4.3,8.3,.520,0.0,0.1,.000,4.3,8.2,.523,1.5,1.6,.909,2.4,6.4,2.5,1.4,1.0,1.8,2.5,10.1
Jelena Milovanovic,WAS,F-C,16,181,16,2,11.3,1.6,4.0,.391,0.3,1.4,.217,1.3,2.6,.488,0.9,1.1,.882,0.5,1.5,0.6,0.3,0.1,1.1,0.9,4.4
Alex Montgomery,NYL,G-F,34,745,34,20,21.9,2.1,5.0,.409,0.8,1.9,.431,1.2,3.1,.396,0.3,0.5,.688,1.0,3.9,1.0,0.7,0.2,1.1,2.6,5.3
Renee Montgomery,CON,G,33,536,33,0,16.2,2.4,6.3,.373,1.1,3.2,.330,1.3,3.1,.417,0.9,1.2,.775,0.2,0.8,2.4,0.6,0.1,1.3,1.2,6.7
Lindsey Moore,MIN,G,12,102,12,0,8.5,0.3,1.3,.200,0.3,0.8,.333,0.0,0.5,.000,0.3,0.5,.667,0.0,0.8,1.2,0.3,0.0,0.3,0.8,1.1
Maya Moore*,MIN,F,34,1181,34,34,34.7,8.7,18.0,.481,1.8,5.4,.335,6.9,12.6,.544,4.7,5.3,.884,2.1,8.1,3.4,1.9,0.8,2.4,2.6,23.9
Darxia Morris,LAS,G,4,31,4,0,7.8,0.8,3.3,.231,0.0,1.3,.000,0.8,2.0,.375,0.0,0.0,,0.5,0.8,0.8,0.5,0.0,0.5,1.3,1.5
Shay Murphy,PHO,G,27,326,27,1,12.1,1.4,3.4,.424,0.4,1.1,.323,1.1,2.3,.475,0.7,0.9,.750,0.6,1.7,1.1,0.7,0.1,0.3,1.1,3.9
Astou Ndour-Fall,SAS,C-F,8,35,8,0,4.4,1.0,2.4,.421,0.1,0.4,.333,0.9,2.0,.438,0.0,0.0,,0.5,1.1,0.0,0.0,0.3,0.4,0.5,2.1
Chiney Ogwumike,CON,F-C,31,921,31,31,29.7,6.3,11.8,.537,0.0,0.0,,6.3,11.8,.537,2.8,4.1,.693,3.9,8.5,0.6,1.2,1.2,1.9,3.6,15.5
Nneka Ogwumike,LAS,F,33,911,33,33,27.6,6.2,11.9,.520,0.1,0.3,.300,6.1,11.6,.526,3.3,3.8,.873,2.0,7.1,1.5,1.8,0.5,2.1,2.8,15.8
Jenna O'Hea,SEA,F,29,389,29,0,13.4,1.8,4.0,.436,1.0,2.5,.403,0.8,1.6,.489,0.3,0.3,.900,0.5,1.3,1.0,0.4,0.3,0.8,1.7,4.8
Inga Orekhova,ATL,G,2,13,2,0,6.5,0.0,2.5,.000,0.0,1.5,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0
Courtney Paris,TUL,C,34,940,34,34,27.6,4.1,7.1,.574,0.0,0.0,,4.1,7.1,.574,1.0,2.1,.493,4.0,10.2,1.1,0.8,1.1,1.1,3.4,9.2
Candace Parker,LAS,F-C,30,995,30,29,33.2,7.2,15.4,.469,0.6,2.1,.306,6.6,13.3,.494,4.4,5.2,.846,1.0,7.1,4.3,1.8,1.4,2.6,1.7,19.4
Kayla Pedersen,CON,F,31,310,31,1,10.0,0.5,1.4,.381,0.0,0.0,,0.5,1.4,.381,0.4,0.7,.619,0.7,2.3,0.3,0.2,0.1,0.5,1.1,1.5
Jia Perkins,SAS,G,23,520,23,2,22.6,4.7,10.5,.442,1.7,4.1,.411,3.0,6.4,.463,1.5,1.7,.895,0.5,2.3,1.7,1.5,0.2,1.0,1.3,12.5
Devereaux Peters,MIN,F,28,504,28,0,18.0,1.9,4.4,.443,0.0,0.0,,1.9,4.4,.443,0.5,0.7,.737,1.1,3.7,1.7,0.8,1.0,1.1,2.5,4.4
Erin Phillips,PHO,G,33,617,33,10,18.7,1.9,4.5,.435,1.1,2.4,.449,0.9,2.1,.420,0.8,1.0,.844,0.3,1.6,2.2,0.7,0.0,1.2,1.3,5.8
Plenette Pierson,NYL,F,33,573,33,8,17.4,2.4,5.3,.455,0.0,0.1,.000,2.4,5.2,.462,2.4,2.8,.859,0.9,3.1,1.2,0.4,0.1,1.4,2.2,7.2
Theresa Plaisance,TUL,F,19,89,19,0,4.7,0.2,1.1,.150,0.1,0.3,.400,0.1,0.8,.067,0.2,0.2,1.000,0.3,0.8,0.3,0.2,0.3,0.2,1.2,0.6
Cappie Pondexter,NYL,G,34,1052,34,34,30.9,4.7,12.2,.388,0.7,2.4,.277,4.1,9.8,.416,3.0,3.9,.769,0.6,3.4,3.9,1.0,0.1,2.6,1.2,13.2
Nicole Powell,SEA,F,26,339,26,0,13.0,0.7,2.7,.261,0.5,2.0,.250,0.2,0.7,.294,0.3,0.3,.778,0.5,1.8,0.3,0.8,0.1,0.4,1.5,2.2
Samantha Prahalis,LAS,G,2,21,2,0,10.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,0.0,0.0,,0.0,1.5,0.0,0.0,0.0,0.5,2.0,2.0
Armintie Herrington,LAS,G,34,789,34,17,23.2,1.7,3.6,.480,0.0,0.0,.000,1.7,3.6,.484,0.5,1.0,.457,1.2,2.8,2.0,1.5,0.2,1.0,1.9,3.9
Epiphanny Prince,CHI,G,26,840,26,24,32.3,4.7,12.3,.383,1.2,3.8,.327,3.5,8.6,.408,4.3,5.0,.876,0.6,3.0,3.8,1.9,0.4,1.8,2.4,15.0
Allie Quigley,CHI,G,34,842,34,1,24.8,4.2,9.5,.444,1.2,3.1,.387,3.0,6.4,.472,1.5,1.7,.879,0.4,2.2,1.9,0.7,0.2,1.8,1.7,11.2
Noelle Quinn,SEA,G,32,483,32,5,15.1,1.4,3.8,.380,0.3,1.0,.258,1.2,2.8,.422,0.7,0.8,.880,0.4,2.5,1.3,0.5,0.1,0.6,0.8,3.8
Angel Robinson,SEA,F-C,25,179,25,1,7.2,0.9,1.6,.575,0.0,0.0,,0.9,1.6,.575,0.3,0.4,.800,0.4,1.4,0.3,0.2,0.3,0.8,1.3,2.2
Danielle Robinson,SAS,G,33,1091,33,33,33.1,5.0,10.9,.457,0.0,0.2,.000,5.0,10.7,.466,2.9,3.1,.941,0.7,3.5,5.3,1.7,0.2,2.4,2.9,12.9
Sugar Rodgers,NYL,G,34,564,34,0,16.6,2.1,6.0,.353,0.7,2.4,.289,1.4,3.6,.397,1.1,1.4,.735,0.4,2.1,1.3,0.7,0.3,1.0,1.5,6.0
Waltiea Rolle,SEA,C,6,66,6,0,11.0,1.2,1.7,.700,0.0,0.0,,1.2,1.7,.700,0.3,0.3,1.000,0.8,3.2,0.3,0.3,0.0,0.3,0.8,2.7
Tierra Ruffin-Pratt,WAS,G,34,550,34,6,16.2,1.7,4.5,.383,0.1,0.6,.250,1.6,3.9,.403,0.9,1.3,.705,0.8,2.9,1.3,0.7,0.1,0.9,1.8,4.5
Shoni Schimmel,ATL,G,34,725,34,2,21.3,3.1,8.2,.374,1.6,4.6,.342,1.5,3.6,.415,0.6,0.7,.840,0.5,2.2,3.6,0.8,0.1,2.4,1.1,8.3
Odyssey Sims,TUL,G,34,1169,34,31,34.4,5.9,14.6,.406,1.4,4.0,.346,4.5,10.6,.429,3.5,4.2,.839,0.8,2.8,4.2,1.3,0.3,2.1,2.6,16.7
Shekinna Stricklen,SEA,F,33,578,33,10,17.5,2.6,6.1,.430,1.4,3.7,.385,1.2,2.4,.500,0.6,0.8,.731,0.3,2.1,0.7,0.6,0.1,0.8,2.0,7.2
Diana Taurasi,PHO,G,33,1018,33,33,30.8,5.2,11.4,.454,1.9,5.2,.365,3.3,6.3,.527,4.0,4.6,.874,0.3,3.8,5.6,0.7,0.3,2.6,3.0,16.2
Asia Taylor,MIN,F,22,173,22,0,7.9,1.0,1.8,.525,0.0,0.0,,1.0,1.8,.525,0.8,1.1,.750,0.5,1.4,0.5,0.2,0.0,0.7,1.5,2.7
Penny Taylor,PHO,F,33,773,33,24,23.4,3.5,7.2,.479,0.9,2.5,.357,2.5,4.7,.545,2.7,3.2,.848,0.4,3.1,3.1,1.2,0.5,1.7,1.6,10.5
Alyssa Thomas,CON,F,34,927,34,28,27.3,3.7,8.6,.436,0.1,0.2,.333,3.7,8.4,.439,2.6,3.4,.757,1.9,5.1,1.5,1.0,0.2,1.7,2.1,10.1
