Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Lindsay Allen,CHI,G,40,950,40,28,23.8,2.6,5.6,.466,0.4,1.2,.292,2.3,4.4,.514,1.1,1.3,.808,0.3,2.0,3.9,0.8,0.2,1.6,1.7,6.6
Rebecca Allen,PHO,F-G,18,447,18,18,24.8,2.9,7.0,.421,1.4,3.9,.357,1.6,3.1,.500,0.1,0.2,.667,0.7,3.9,1.1,0.9,0.7,1.0,1.9,7.4
Laeticia Amihere,ATL,F,16,83,16,0,5.2,0.4,1.6,.269,0.0,0.0,,0.4,1.6,.269,0.3,1.1,.294,0.8,1.7,0.2,0.1,0.2,0.5,0.4,1.2
Ariel Atkins,WAS,G,40,1196,40,40,29.9,5.4,12.4,.437,2.0,5.5,.357,3.5,6.9,.500,2.1,2.5,.848,0.9,3.4,3.1,1.5,0.4,2.3,2.8,14.9
Amy Atwell,PHO,F,6,59,6,0,9.8,0.7,2.5,.267,0.5,2.2,.231,0.2,0.3,.500,0.7,0.8,.800,0.5,1.0,1.0,0.0,0.2,0.3,0.5,2.5
Shakira Austin,WAS,F-C,12,238,12,11,19.8,4.3,10.1,.430,0.1,0.3,.250,4.3,9.8,.436,3.0,4.5,.667,1.8,6.8,0.9,1.3,0.9,2.4,2.5,11.8
Kierstan Bell,LVA,F,6,43,6,0,7.2,1.0,2.7,.375,0.7,1.3,.500,0.3,1.3,.250,0.2,0.3,.500,0.2,1.0,0.8,0.0,0.0,0.2,0.8,2.8
Grace Berger,IND,G,11,102,11,0,9.3,0.9,2.3,.400,0.2,0.5,.400,0.7,1.8,.400,0.8,1.3,.643,0.4,1.4,0.6,0.5,0.0,0.9,1.1,2.8
Caitlin Bickle,CON,F,8,15,8,0,1.9,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
DeWanna Bonner,CON,G-F,40,1271,40,39,31.8,5.3,12.8,.415,1.5,4.9,.294,3.9,7.9,.490,3.0,3.6,.832,0.6,6.0,2.0,1.2,0.7,1.4,1.8,15.0
Aliyah Boston,IND,C-F,40,1236,40,40,30.9,5.9,11.2,.529,0.2,0.7,.269,5.7,10.5,.545,2.0,2.8,.736,2.8,8.9,3.2,0.9,1.2,2.0,3.3,14.0
Cameron Brink,LAS,F,15,329,15,15,21.9,2.7,6.9,.398,0.7,2.1,.323,2.1,4.8,.431,1.4,1.7,.840,1.2,5.3,1.7,1.1,2.3,2.3,4.0,7.5
Jaelyn Brown,DAL,G-F,14,141,14,1,10.1,1.1,2.2,.484,0.4,0.9,.500,0.6,1.4,.474,0.1,0.2,.333,0.5,1.5,0.4,0.3,0.3,0.9,1.1,2.6
Jakia Brown-Turner,WAS,G,2,8,2,0,4.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,1.0,1.0,1.000,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0
Kalani Brown,DAL,C,39,516,39,2,13.2,2.4,4.1,.582,0.0,0.1,.000,2.4,4.0,.594,1.0,1.5,.661,1.1,3.1,1.1,0.2,0.6,1.2,1.6,5.7
Lexie Brown,LAS,G,16,379,16,8,23.7,2.6,8.2,.321,1.3,4.3,.304,1.3,3.9,.339,1.5,1.7,.889,0.1,2.3,3.3,1.1,0.1,1.9,1.4,8.1
Kennedy Burke,NYL,G-F,38,459,38,3,12.1,1.4,3.5,.409,0.4,1.5,.259,1.0,1.9,.527,0.2,0.3,.667,0.4,1.5,0.9,0.6,0.3,0.7,1.0,3.4
Rae Burrell,LAS,G-F,37,579,37,7,15.6,1.6,4.4,.362,0.6,1.9,.333,0.9,2.5,.385,2.1,2.7,.780,0.6,1.8,1.1,0.8,0.3,1.0,1.6,5.9
Veronica Burton,CON,G,31,393,31,1,12.7,0.8,2.3,.361,0.4,1.2,.351,0.4,1.1,.371,1.0,1.2,.838,0.4,1.4,1.9,0.5,0.2,0.5,1.0,3.1
Maya Caldwell,ATL,G,25,405,25,6,16.2,2.1,5.0,.416,0.6,2.0,.300,1.5,3.0,.493,0.5,0.6,.800,0.8,1.8,1.1,0.6,0.2,0.9,1.2,5.2
Jordin Canada,ATL,G,20,624,20,18,31.2,3.5,8.9,.390,0.8,2.9,.281,2.7,6.0,.442,2.9,3.7,.781,0.6,3.5,5.8,1.6,0.3,2.1,2.6,10.6
Emma Cannon,LVA,F,5,9,5,0,1.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,0.0,0.0,,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.8
Kamilla Cardoso,CHI,C,32,876,32,29,27.4,3.9,7.6,.521,0.0,0.0,,3.9,7.6,.521,1.9,2.6,.726,3.0,7.9,1.7,0.5,1.4,1.5,3.2,9.8
Bridget Carleton,MIN,F,39,1164,39,36,29.8,3.2,7.3,.444,2.3,5.3,.444,0.9,2.0,.443,0.8,1.0,.789,0.9,3.8,2.2,1.0,0.3,1.0,2.1,9.6
DiJonai Carrington,CON,G-F,39,1155,39,39,29.6,4.4,11.0,.403,0.7,2.7,.250,3.8,8.3,.452,3.2,4.0,.790,1.4,5.0,1.6,1.6,0.4,1.9,2.6,12.7
Chennedy Carter,CHI,G,33,858,33,20,26.0,7.2,14.8,.487,0.3,0.9,.290,6.9,13.9,.500,2.8,3.8,.730,0.7,3.5,3.1,1.1,0.2,1.7,3.2,17.5
Jessika Carter,LVA,C,2,4,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tina Charles,ATL,C,39,1160,39,39,29.7,6.2,13.7,.456,0.3,1.1,.262,5.9,12.6,.473,2.2,2.7,.785,2.5,9.6,2.3,0.9,0.5,1.6,2.5,14.9
Layshia Clarendon,LAS,G,21,335,21,12,16.0,1.5,3.6,.427,0.3,1.0,.350,1.2,2.6,.455,1.0,1.1,.870,0.3,1.8,2.6,0.7,0.0,1.2,2.1,4.3
Alysha Clark,LVA,F,40,972,40,18,24.3,2.1,4.8,.443,1.2,3.2,.373,1.0,1.7,.576,0.6,0.7,.821,0.5,3.6,1.8,0.8,0.3,1.4,2.7,6.0
Caitlin Clark,IND,G,40,1416,40,40,35.4,6.1,14.5,.417,3.1,8.9,.344,3.0,5.6,.533,4.1,4.5,.906,0.4,5.7,8.4,1.3,0.7,5.6,2.8,19.2
