Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Sharon Manning,CHA,F-C,28,438,28,5,15.6,2.1,4.5,.464,0.0,0.0,,2.1,4.5,.464,0.8,1.8,.420,1.5,3.5,0.5,0.9,0.2,1.0,1.1,4.9
Mwadi Mabika,LAS,G,21,325,21,1,15.5,2.5,6.5,.390,0.3,1.8,.184,2.2,4.7,.469,0.6,1.1,.542,1.0,2.6,1.0,1.1,0.3,1.3,2.3,6.0
Rebecca Lobo*,NYL,C,28,939,28,28,33.5,4.8,12.6,.376,0.6,2.3,.286,4.1,10.4,.395,2.3,3.8,.610,2.2,7.3,1.9,0.9,1.8,3.1,2.6,12.4
Nancy Lieberman*,PHO,G,25,279,25,0,11.2,1.0,3.1,.325,0.2,1.0,.231,0.8,2.0,.373,0.3,0.4,.800,0.2,1.3,1.6,0.6,0.1,1.6,1.4,2.6
Nicole Levesque,CHA,G,27,622,27,21,23.0,1.3,3.6,.367,0.9,2.4,.348,0.5,1.2,.406,0.5,0.6,.933,0.2,1.7,2.8,0.8,0.1,2.6,1.7,4.0
Lisa Leslie*,LAS,C,28,902,28,28,32.2,5.7,13.3,.431,0.4,1.6,.261,5.3,11.6,.455,4.0,6.8,.598,2.3,9.5,2.6,1.4,2.1,3.9,3.5,15.9
Greta Koss,UTA,F,13,268,13,10,20.6,1.2,2.2,.517,0.2,0.2,.667,1.0,2.0,.500,0.9,1.2,.750,0.9,2.8,0.8,0.7,0.3,1.4,1.2,3.4
Merlakia Jones,CLE,G,28,589,28,1,21.0,3.3,8.2,.402,0.2,0.4,.417,3.1,7.8,.401,1.4,2.0,.714,1.1,2.9,0.9,0.8,0.1,1.9,2.0,8.2
Vickie Johnson,NYL,G-F,26,789,26,25,30.3,4.2,10.4,.404,0.2,0.8,.190,4.0,9.6,.422,1.0,1.3,.771,1.8,4.2,2.5,0.7,0.2,1.9,2.0,9.6
Adrienne Johnson,CLE,G,25,194,25,0,7.8,0.9,2.3,.379,0.1,0.2,.500,0.8,2.2,.370,0.3,0.4,.778,0.3,0.9,0.4,0.2,0.0,1.1,0.5,2.1
Milica Vukadinovic,CHA,G,1,14,1,0,14.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0
Haixia Zheng,LAS,C,28,557,28,21,19.9,3.9,6.4,.618,0.0,0.0,,3.9,6.4,.618,1.4,2.1,.661,1.1,4.4,0.6,0.4,0.7,1.6,2.8,9.3
Corissa Yasen,SAC,G,19,188,19,0,9.9,1.2,3.0,.404,0.0,0.1,.000,1.2,2.9,.411,0.3,0.6,.500,0.6,1.1,0.3,0.9,0.1,0.8,0.9,2.7
Tiffany Woosley,HOU,G,26,397,26,4,15.3,1.1,3.4,.330,0.6,1.9,.320,0.5,1.5,.342,0.1,0.3,.250,0.3,1.1,1.1,0.7,0.0,1.2,0.7,2.9
Lynette Woodard*,CLE,G,28,712,28,27,25.4,3.1,7.8,.401,0.0,0.3,.000,3.1,7.5,.414,1.5,2.3,.672,1.3,4.1,2.4,1.6,0.4,2.5,1.6,7.8
Sophia Witherspoon,NYL,G,28,867,28,28,31.0,5.0,12.3,.406,1.6,4.5,.349,3.4,7.8,.438,3.0,4.0,.748,1.1,3.0,2.3,1.8,0.3,2.8,2.2,14.5
Tara Williams,PHO,G,12,84,12,0,7.0,1.3,3.3,.410,0.4,0.9,.455,0.9,2.3,.393,0.0,0.0,,0.1,0.7,0.3,0.3,0.0,0.3,0.8,3.1
Kim Williams,UTA,G,28,608,28,10,21.7,3.1,8.2,.384,0.3,1.2,.265,2.8,7.0,.405,1.5,1.9,.774,1.2,2.9,2.1,1.4,0.3,2.0,3.0,8.1
Debra Williams,CHA,G,10,116,10,2,11.6,1.1,4.3,.256,0.4,1.8,.222,0.7,2.5,.280,0.1,0.2,.500,0.3,1.3,0.9,0.2,0.0,0.6,0.9,2.7
Jamila Wideman,LAS,G,28,633,28,14,22.6,0.9,3.8,.236,0.3,1.3,.194,0.6,2.5,.257,1.0,1.2,.794,0.6,2.0,3.7,0.9,0.0,1.8,1.6,3.0
Sue Wicks,NYL,F,28,332,28,0,11.9,1.4,3.8,.355,0.1,0.3,.286,1.3,3.6,.360,0.8,1.2,.667,1.3,3.4,1.0,0.6,0.6,1.6,1.9,3.6
Umeki Webb,PHO,G-F,28,775,28,17,27.7,1.7,5.6,.297,0.0,0.5,.067,1.6,5.1,.322,1.6,2.4,.687,1.5,4.2,2.4,2.4,0.3,2.0,3.3,5.0
Teresa Weatherspoon*,NYL,G,28,924,28,28,33.0,2.3,4.9,.467,0.1,1.3,.086,2.2,3.6,.598,2.3,3.6,.650,0.9,4.1,6.2,3.0,0.1,3.4,2.6,7.0
Tia Jackson,PHO,F,26,320,26,6,12.3,1.0,2.8,.342,0.1,0.3,.375,0.8,2.5,.338,0.8,1.0,.840,1.0,2.2,1.0,0.9,0.3,1.4,1.2,2.8
Danielle Viglione,SAC,G,7,30,7,0,4.3,0.4,1.6,.273,0.1,0.6,.250,0.3,1.0,.286,0.0,0.0,,0.1,0.6,0.1,0.1,0.0,0.0,0.7,1.0
Molly Tuter,PHO,G,3,3,3,0,1.0,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trena Trice,NYL,F-C,28,340,28,0,12.1,1.8,3.3,.554,0.1,0.3,.250,1.8,3.0,.583,1.1,1.6,.667,1.1,2.4,0.1,0.3,0.3,1.4,2.3,4.8
Chantel Tremitiere,SAC,G,28,1051,28,28,37.5,2.5,7.0,.352,0.3,1.3,.189,2.2,5.7,.390,2.4,3.2,.744,0.9,4.1,4.8,1.9,0.0,4.4,2.9,7.6
Penny Toler,LAS,G,28,907,28,28,32.4,5.1,12.1,.426,0.3,1.4,.184,4.9,10.7,.457,2.6,3.1,.839,0.9,3.4,5.1,1.3,0.1,3.8,2.4,13.1
Michele Timms*,PHO,G,27,966,27,27,35.8,3.7,10.9,.336,1.8,5.3,.345,1.9,5.7,.327,2.9,3.9,.760,0.9,3.7,5.0,2.6,0.1,3.0,3.5,12.1
Tina Thompson*,HOU,F,28,885,28,28,31.6,4.8,11.4,.418,1.3,3.6,.370,3.4,7.8,.440,2.4,2.9,.838,2.4,6.6,1.1,0.8,1.0,2.2,3.8,13.2
Sheryl Swoopes*,HOU,F-G,9,129,9,0,14.3,2.8,5.9,.472,0.4,1.8,.250,2.3,4.1,.568,1.1,1.6,.714,0.7,1.7,0.8,0.8,0.4,0.4,0.6,7.1
Tora Suber,CHA,G,28,475,28,8,17.0,1.4,3.9,.370,0.8,2.1,.397,0.6,1.8,.340,1.0,1.5,.683,0.2,1.5,2.0,0.5,0.1,1.8,1.1,4.7
Andrea Stinson,CHA,G,28,1011,28,28,36.1,6.3,14.1,.447,0.9,2.8,.325,5.4,11.4,.476,2.1,3.2,.674,1.7,5.5,4.4,1.5,0.8,3.5,2.0,15.7
Raegan Pebley,UTA,F-C,8,43,8,0,5.4,0.6,1.6,.385,0.0,0.0,,0.6,1.6,.385,0.3,0.3,1.000,0.5,0.9,0.1,0.1,0.4,0.0,0.4,1.5
Jenny Boucek,CLE,G,10,112,10,1,11.2,0.7,1.5,.467,0.0,0.3,.000,0.7,1.2,.583,0.4,0.7,.571,0.3,1.0,0.9,0.6,0.0,2.2,1.0,1.8
Andrea Congreaves,CHA,F-C,28,658,28,16,23.5,2.3,4.5,.500,0.6,1.6,.409,1.6,2.9,.549,1.5,2.0,.768,1.4,4.8,1.5,0.6,0.2,1.1,1.9,6.7
Megan Compain,UTA,G,5,19,5,0,3.8,0.4,1.4,.286,0.2,0.8,.250,0.2,0.6,.333,0.0,0.0,,0.0,1.0,0.4,0.8,0.2,1.2,1.2,1.0
Katrina Colleton,LAS,F,28,613,28,14,21.9,2.0,4.5,.437,0.3,0.9,.360,1.6,3.6,.455,0.6,1.1,.567,0.9,2.1,1.6,1.3,0.3,1.3,1.6,4.9
Margold Clark,SAC,F-C,4,46,4,0,11.5,0.8,1.5,.500,0.0,0.3,.000,0.8,1.3,.600,0.3,0.5,.500,0.0,1.5,0.3,0.3,0.3,0.5,2.3,1.8
Daedra Charles,LAS,F-C,28,282,28,1,10.1,1.0,2.4,.403,0.0,0.0,.000,1.0,2.4,.409,0.4,0.5,.667,0.6,1.7,0.4,0.4,0.4,0.5,1.5,2.3
Deborah Carter,UTA,G-F,18,286,18,7,15.9,1.7,4.3,.385,0.1,0.4,.143,1.6,3.9,.408,0.6,0.8,.714,1.2,2.7,0.4,0.7,0.1,0.8,1.8,3.9
Latasha Byears,SAC,G-F,28,656,28,19,23.4,3.4,7.5,.459,0.0,0.2,.200,3.4,7.3,.466,1.8,2.5,.739,3.1,6.9,1.7,1.4,0.3,2.4,3.5,8.7
Linda Burgess,LAS,F,28,492,28,6,17.6,2.6,4.8,.541,0.0,0.1,.500,2.6,4.8,.541,1.3,1.8,.735,1.6,4.2,0.3,0.7,0.5,1.7,1.6,6.5
Heidi Burge,LAS,F-C,22,282,22,6,12.8,1.5,3.3,.444,0.0,0.2,.000,1.5,3.1,.471,1.0,2.0,.511,1.0,3.1,0.7,0.5,0.5,1.1,2.4,4.0
Vicky Bullett,CHA,F,28,875,28,28,31.3,5.2,11.6,.448,0.3,0.8,.304,4.9,10.8,.458,2.2,2.9,.775,2.4,6.4,2.3,1.9,2.0,2.4,3.0,12.8
Rushia Brown,CLE,F,28,511,28,3,18.3,2.3,4.4,.520,0.0,0.0,,2.3,4.4,.520,1.7,2.3,.734,1.7,4.0,0.7,1.2,0.5,1.0,2.6,6.3
Janice Braxton,CLE,F,25,822,25,24,32.9,3.5,8.4,.417,0.2,0.4,.500,3.3,8.0,.413,4.2,5.5,.768,1.5,7.6,2.0,1.4,1.1,2.1,2.6,11.5
Cynthia Cooper*,HOU,G,28,982,28,28,35.1,6.8,14.5,.470,2.4,5.8,.414,4.4,8.7,.508,6.1,7.1,.864,1.2,4.0,4.7,2.1,0.2,3.9,2.4,22.2
Karen Booker,UTA,C,26,321,26,4,12.3,0.8,2.3,.333,0.0,0.1,.000,0.8,2.2,.351,0.8,1.4,.568,1.3,3.1,0.9,0.9,0.6,1.9,2.4,2.3
Ruthie Bolton,SAC,G,23,813,23,23,35.3,7.1,17.7,.402,2.9,8.3,.344,4.3,9.4,.454,2.3,3.0,.768,1.3,5.8,2.6,2.3,0.0,2.5,3.1,19.4
Rhonda Blades,NYL,G,28,290,28,0,10.4,0.9,2.5,.357,0.6,1.9,.315,0.3,0.6,.500,0.5,0.7,.650,0.2,0.8,1.1,0.5,0.0,1.4,2.0,2.9
Ryneldi Becenti,PHO,G,1,8,1,0,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Elena Baranova,UTA,F,28,913,28,27,32.6,4.6,11.8,.390,1.4,3.8,.377,3.2,8.0,.396,1.5,2.2,.694,2.0,7.4,2.2,1.5,2.3,2.9,2.9,12.2
Marlies Askamp,PHO,C,28,517,28,1,18.5,2.5,6.4,.393,0.0,0.0,.000,2.5,6.3,.395,2.5,3.3,.763,2.4,5.2,0.8,0.8,0.3,1.6,2.1,7.5
Katasha Artis,CHA,F,20,113,20,0,5.7,0.2,0.8,.250,0.0,0.1,.000,0.2,0.8,.267,0.4,0.8,.533,0.1,0.8,0.4,0.3,0.1,0.6,0.7,0.8
Janeth Arcain,HOU,G,28,784,28,27,28.0,3.9,8.9,.440,0.3,1.2,.273,3.6,7.8,.465,2.7,3.0,.894,1.5,3.9,1.6,1.5,0.1,2.4,2.0,10.9
Yvette Angel,SAC,G,5,90,5,3,18.0,1.4,3.2,.438,0.0,1.0,.000,1.4,2.2,.636,0.0,0.6,.000,0.4,1.8,2.2,0.8,0.2,1.6,1.2,2.8
Monique Ambers,PHO,F,19,85,19,0,4.5,0.2,0.5,.444,0.0,0.0,,0.2,0.5,.444,0.3,0.8,.400,0.5,1.1,0.2,0.0,0.1,0.4,0.7,0.7
Marcie Alberts,CLE,G,5,30,5,0,6.0,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,,0.0,0.0,,0.0,0.2,0.6,0.4,0.0,0.6,0.4,0.0
Denique Graves,SAC,C,22,86,22,0,3.9,0.3,1.2,.222,0.0,0.0,,0.3,1.2,.222,0.2,0.4,.500,0.1,0.7,0.0,0.0,0.3,0.5,0.7,0.7
Tammy Jackson,HOU,F-C,28,545,28,3,19.5,1.6,3.9,.409,0.0,0.0,.000,1.6,3.9,.413,0.9,1.5,.610,1.5,4.1,0.4,1.6,0.4,1.8,3.0,4.1
Susie Hopson-Shelton,CHA,F,6,29,6,0,4.8,1.2,1.8,.636,0.0,0.0,,1.2,1.8,.636,0.3,0.3,1.000,0.2,0.8,0.2,0.2,0.0,0.3,0.5,2.7
Jessie Hicks,UTA,C-F,26,263,26,0,10.1,1.4,3.1,.463,0.0,0.0,.000,1.4,3.0,.468,0.3,0.6,.563,0.7,1.4,0.4,0.5,0.4,0.5,2.2,3.2
Dena Head,UTA,G,27,471,27,4,17.4,2.0,5.0,.390,0.4,1.2,.313,1.6,3.9,.413,1.4,1.7,.844,0.8,2.3,1.7,0.5,0.3,2.3,1.7,5.7
Fran Harris,HOU,G-F,25,369,25,1,14.8,1.5,4.3,.346,0.3,1.0,.333,1.2,3.3,.349,0.9,1.2,.710,0.6,2.2,1.0,0.7,0.1,1.2,1.1,4.2
Kym Hampton,NYL,C,28,663,28,28,23.7,3.6,7.5,.474,0.0,0.0,.000,3.6,7.5,.476,2.6,4.1,.640,1.9,5.8,1.4,1.4,0.7,1.8,2.4,9.8
Wanda Guyton,HOU,C,25,668,25,25,26.7,2.3,4.9,.467,0.0,0.0,,2.3,4.9,.467,1.5,2.7,.559,3.0,5.4,0.5,1.0,0.3,1.7,3.3,6.1
Lady Grooms,UTA,F,28,691,28,24,24.7,2.1,6.0,.347,0.0,0.4,.100,2.0,5.6,.363,1.3,2.0,.655,1.2,3.0,2.4,0.8,0.1,2.8,1.4,5.5
Tajama Abraham,SAC,C,28,422,28,5,15.1,1.7,4.5,.381,0.0,0.0,,1.7,4.5,.381,0.9,1.4,.684,1.1,2.4,0.5,0.4,0.4,1.8,2.5,4.4
Bridgette Gordon,SAC,F,28,981,28,28,35.0,4.8,11.1,.433,0.4,1.4,.275,4.4,9.7,.456,3.0,3.8,.785,2.4,4.8,2.8,1.4,0.3,3.0,2.1,13.0
Jennifer Gillom,PHO,F-C,28,874,28,28,31.2,5.8,13.4,.434,0.7,2.3,.313,5.1,11.1,.458,3.4,4.3,.777,1.6,5.4,0.8,1.3,0.5,2.1,3.3,15.7
Kim Gessig,LAS,F,1,4,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
Pietra Gay,HOU,G-F,5,12,5,0,2.4,0.2,0.4,.500,0.0,0.0,,0.2,0.4,.500,0.4,1.0,.400,0.0,0.6,0.4,0.2,0.0,0.8,0.6,0.8
Travesa Gant,LAS,C,2,13,2,0,6.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,1.5,0.0,0.0,0.0,1.0,2.0,0.0
Toni Foster,PHO,F-C,28,736,28,28,26.3,3.4,7.2,.468,0.0,0.2,.167,3.3,7.0,.477,2.0,2.9,.704,2.3,6.1,1.0,1.9,0.8,1.9,2.8,8.8
Kisha Ford,NYL,G-F,28,473,28,3,16.9,1.5,4.1,.377,0.1,0.7,.150,1.4,3.4,.426,1.0,1.6,.614,1.0,1.7,0.9,1.0,0.2,1.4,2.0,4.1
Isabelle Fijalkowski,CLE,F-C,28,803,28,28,28.7,4.5,8.8,.508,0.0,0.1,.250,4.4,8.6,.512,2.9,3.7,.786,2.2,5.6,2.4,0.6,0.6,2.6,4.6,11.9
Michelle Edwards,CLE,G,20,622,20,14,31.1,3.8,8.5,.447,0.3,1.3,.240,3.5,7.3,.483,2.3,4.3,.523,0.7,3.5,4.5,1.8,0.2,3.9,2.0,10.2
Tamecka Dixon,LAS,G,27,715,27,21,26.5,4.3,9.3,.456,0.8,1.9,.423,3.4,7.4,.465,2.5,3.3,.773,0.8,3.0,2.0,1.8,0.2,2.1,2.8,11.9
Cassandra Crumpton-Moorer,NYL,G,2,11,2,0,5.5,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,0.0,0.0,,0.5,1.0,0.5,0.0,0.0,0.5,0.0,1.0
Mikiko Hagiwara,TOT,G,26,360,26,7,13.8,1.0,3.3,.291,0.7,2.3,.279,0.3,1.0,.320,0.3,0.6,.563,0.3,0.9,0.8,0.2,0.1,0.6,0.6,2.9
Mikiko Hagiwara,SAC,G,14,174,14,2,12.4,1.1,3.4,.319,0.6,2.4,.273,0.4,1.0,.429,0.3,0.4,.667,0.1,0.6,0.7,0.1,0.1,0.6,0.4,3.1
Mikiko Hagiwara,PHO,G,12,186,12,5,15.5,0.8,3.3,.256,0.7,2.3,.286,0.2,0.9,.182,0.4,0.8,.500,0.4,1.2,0.8,0.2,0.0,0.6,0.8,2.8
