Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Barbara Farris,DET,F-C,14,130,14,2,9.3,1.1,2.1,.500,0.0,0.1,.000,1.1,2.1,.517,1.1,1.9,.556,1.1,2.3,0.1,0.4,0.1,1.0,2.1,3.2
Allison Feaster,LAS,F,32,469,32,0,14.7,1.9,5.2,.359,0.7,2.7,.259,1.2,2.6,.463,1.9,2.3,.833,1.1,2.7,1.0,0.7,0.1,1.1,1.5,6.3
Marina Ferragut,NYL,F,23,154,23,4,6.7,1.0,2.3,.434,0.1,0.4,.300,0.9,1.9,.465,0.0,0.1,.500,0.2,0.7,0.2,0.0,0.1,0.5,1.5,2.2
Ukari Figgs,LAS,G,32,803,32,32,25.1,2.1,4.8,.431,0.9,2.6,.354,1.2,2.2,.521,1.7,2.0,.831,0.4,1.7,4.0,0.7,0.1,1.3,1.7,6.7
Olga Firsova,NYL,C,9,19,9,0,2.1,0.4,1.1,.400,0.0,0.1,.000,0.4,1.0,.444,0.4,0.6,.800,0.0,0.4,0.1,0.0,0.1,0.2,0.9,1.3
Milena Flores,MIA,G,32,474,32,0,14.8,1.1,3.5,.304,0.6,1.9,.295,0.5,1.6,.314,0.8,1.3,.619,0.2,0.7,1.5,0.7,0.1,1.5,1.1,3.5
Kristin Folkl,MIN,F,32,845,32,20,26.4,2.7,6.0,.450,0.1,0.6,.211,2.6,5.4,.477,2.1,2.9,.702,1.2,4.8,2.1,0.7,0.7,1.6,2.5,7.6
Kisha Ford,MIA,G-F,28,424,28,0,15.1,1.2,3.9,.306,0.0,0.1,.250,1.1,3.7,.308,1.3,2.2,.574,1.1,2.2,0.8,1.1,0.0,1.0,2.3,3.6
Desiree Francis,NYL,F,1,2,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stacy Frese,UTA,G,21,222,21,0,10.6,0.5,1.4,.333,0.4,1.2,.346,0.0,0.2,.250,1.6,1.7,.917,0.2,0.9,0.8,0.2,0.0,0.7,0.7,3.0
La'Keshia Frett,LAS,F,25,187,25,0,7.5,0.6,2.0,.275,0.0,0.0,.000,0.6,2.0,.280,0.5,0.6,.750,0.3,1.0,0.2,0.3,0.2,0.5,0.4,1.6
Andrea Garner,SEA,F-C,32,560,32,19,17.5,1.2,3.6,.322,0.0,0.1,.500,1.1,3.5,.319,0.8,1.2,.632,1.3,3.0,0.8,0.8,0.3,1.3,1.4,3.1
Cornelia Gayden,ORL,G,3,7,3,0,2.3,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,0.0,0.0,,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7
Kelley Gibson,HOU,F-G,17,76,17,0,4.5,0.4,1.1,.368,0.2,0.4,.429,0.2,0.7,.333,0.4,0.5,.875,0.2,0.7,0.1,0.1,0.0,0.2,0.6,1.4
Jennifer Gillom,PHO,F-C,30,826,30,30,27.5,4.6,10.5,.440,0.6,2.3,.275,4.0,8.2,.486,2.6,3.5,.745,1.0,3.9,1.5,0.7,1.0,2.0,3.0,12.5
Usha Gilmore,IND,G,4,21,4,0,5.3,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,0.0,0.0,,0.8,1.3,0.5,0.0,0.0,1.0,1.5,0.5
Adrienne Goodson,UTA,F,29,929,29,28,32.0,6.9,14.3,.480,0.3,1.0,.276,6.6,13.3,.495,3.2,4.6,.687,2.4,5.7,2.4,1.4,0.2,2.8,2.3,17.2
Vedrana Grgin-Fonseca,LAS,F,18,183,18,0,10.2,0.9,3.4,.274,0.1,0.9,.059,0.9,2.5,.356,0.8,1.3,.609,0.5,1.3,0.7,0.2,0.1,0.8,0.9,2.7
Yolanda Griffith*,SAC,C-F,32,1026,32,32,32.1,6.0,11.3,.535,0.0,0.0,,6.0,11.3,.535,4.3,6.1,.706,4.6,10.3,1.5,2.6,1.9,2.6,3.4,16.3
Lady Grooms,SAC,F,30,401,30,3,13.4,1.3,2.9,.443,0.0,0.0,.000,1.3,2.9,.448,1.5,2.0,.754,0.9,1.5,0.4,0.3,0.1,0.7,0.9,4.1
Gordana Grubin,IND,G,29,720,29,20,24.8,3.1,8.2,.377,1.0,3.1,.308,2.1,5.1,.419,1.1,1.4,.775,0.7,2.6,2.2,1.1,0.0,2.1,1.6,8.2
Vicki Hall,CLE,F,32,577,32,10,18.0,1.8,4.9,.373,0.3,1.3,.238,1.5,3.6,.422,0.7,1.1,.647,0.8,2.9,0.8,0.5,0.3,0.8,1.9,4.7
Becky Hammon*,NYL,G,32,835,32,16,26.1,3.7,7.9,.472,1.6,4.4,.369,2.1,3.5,.604,1.9,2.2,.884,0.6,2.0,1.8,0.9,0.0,1.9,1.7,11.0
Romana Hamzova,ORL,G,15,43,15,0,2.9,0.1,0.7,.182,0.0,0.2,.000,0.1,0.5,.250,0.2,0.4,.500,0.1,0.2,0.3,0.3,0.0,0.3,0.3,0.5
Donna Harrington,IND,F,8,67,8,0,8.4,0.1,0.8,.167,0.0,0.0,,0.1,0.8,.167,0.8,1.3,.600,0.5,1.1,0.6,0.3,0.1,1.4,2.0,1.0
Lisa Harrison,PHO,F,31,750,31,20,24.2,2.6,5.0,.526,0.3,0.4,.667,2.4,4.6,.514,1.0,1.2,.811,1.2,3.9,1.2,1.0,0.1,0.7,2.0,6.5
Dena Head,PHO,G,17,149,17,1,8.8,0.5,1.3,.364,0.1,0.4,.143,0.4,0.9,.467,0.6,0.9,.625,0.3,1.1,0.9,0.2,0.0,0.6,1.0,1.6
Sonja Henning,SEA,G,32,980,32,32,30.6,1.7,4.7,.351,0.8,2.1,.379,0.9,2.7,.329,1.2,1.9,.607,0.7,2.7,2.5,1.9,0.1,1.7,2.3,5.3
Amy Herrig,UTA,C,25,341,25,0,13.6,1.4,3.0,.480,0.0,0.0,.000,1.4,3.0,.486,0.8,1.2,.613,1.0,2.4,0.8,0.3,0.2,1.2,1.6,3.6
Katrina Hibbert,SEA,G-F,20,240,20,6,12.0,1.0,3.0,.322,0.4,1.6,.258,0.6,1.4,.393,0.4,0.5,.778,0.4,1.5,0.9,0.4,0.1,0.9,1.1,2.7
Jessie Hicks,ORL,C-F,26,157,26,1,6.0,0.4,0.9,.435,0.0,0.0,,0.4,0.9,.435,0.7,1.1,.621,0.5,1.0,0.2,0.1,0.3,0.7,1.3,1.5
E.C. Hill,CHA,G,26,213,26,0,8.2,0.6,2.2,.286,0.2,0.8,.227,0.4,1.3,.324,0.1,0.2,.400,0.3,0.9,0.5,0.2,0.0,1.0,1.3,1.5
Korie Hlede,UTA,G,31,867,31,31,28.0,3.8,8.4,.454,0.8,1.9,.431,3.0,6.5,.460,1.6,2.3,.729,0.8,3.0,3.0,1.2,0.1,2.5,2.7,10.1
Chamique Holdsclaw,WAS,F,32,1131,32,32,35.3,7.3,15.6,.465,0.3,1.2,.256,6.9,14.4,.483,2.7,4.0,.680,1.8,7.5,2.5,1.5,0.6,2.9,2.3,17.5
Kedra Holland-Corn,SAC,G,32,934,32,32,29.2,3.5,7.9,.439,1.4,3.8,.361,2.1,4.1,.511,1.4,2.1,.697,0.9,2.2,2.5,1.3,0.2,2.3,2.0,9.8
Joy Holmes-Harris,DET,F,29,271,29,0,9.3,1.1,2.4,.471,0.1,0.4,.364,1.0,2.0,.492,0.7,1.0,.700,0.6,1.6,0.5,0.4,0.1,0.6,1.2,3.1
Kym Hope,UTA,C,3,4,3,0,1.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,0.7,0.7,1.000,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.7
Dalma Ivanyi,UTA,G,27,489,27,16,18.1,1.1,3.6,.313,0.4,1.6,.279,0.7,2.0,.340,0.8,1.0,.750,0.4,2.0,2.3,0.9,0.1,1.9,2.5,3.4
Tammy Jackson,HOU,F-C,29,339,29,1,11.7,1.2,2.1,.574,0.0,0.0,,1.2,2.1,.574,0.2,0.4,.545,0.6,2.1,0.4,0.4,0.3,0.8,2.1,2.6
Tamicha Jackson,DET,G,17,267,17,0,15.7,2.4,6.2,.387,0.5,1.9,.250,1.9,4.4,.446,1.5,2.1,.743,0.5,1.5,2.1,1.3,0.0,1.2,1.8,6.8
Adrienne Johnson,ORL,G,32,1100,32,31,34.4,5.5,12.3,.445,1.6,4.6,.351,3.8,7.7,.502,1.1,1.2,.895,0.9,2.8,1.7,0.8,0.1,1.8,1.8,13.6
LaTonya Johnson,UTA,F,29,481,29,6,16.6,1.8,4.4,.403,0.4,1.2,.333,1.4,3.2,.430,1.0,1.5,.651,0.5,1.8,0.9,0.4,0.1,1.2,2.2,5.0
Niesa Johnson,CHA,G,6,78,6,0,13.0,1.5,2.8,.529,0.3,0.8,.400,1.2,2.0,.583,1.0,1.0,1.000,0.0,0.7,1.8,0.7,0.0,1.5,0.5,4.3
Pollyanna Johns Kimbrough,CLE,C,12,57,12,0,4.8,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,0.6,1.0,.583,0.6,1.2,0.2,0.0,0.1,0.7,0.8,1.4
Shannon Johnson,ORL,G,32,1126,32,32,35.2,3.8,9.7,.395,0.9,2.8,.333,2.9,6.8,.420,3.3,4.5,.743,1.7,4.8,5.3,1.8,0.2,3.2,2.6,11.9
Tiffani Johnson,HOU,C,31,687,31,29,22.2,1.5,3.2,.480,0.0,0.0,,1.5,3.2,.480,1.1,1.6,.700,1.9,4.7,0.3,0.3,0.5,0.5,2.8,4.2
Vickie Johnson,NYL,G-F,31,1023,31,31,33.0,4.6,10.5,.441,0.9,2.3,.380,3.7,8.2,.458,2.2,2.5,.882,1.3,4.4,2.5,0.7,0.2,1.8,1.5,12.3
Jameka Jones,MIA,G,21,233,21,0,11.1,1.2,4.5,.263,0.3,1.7,.200,0.9,2.9,.300,0.6,0.9,.722,0.5,1.0,0.5,0.4,0.0,1.2,1.9,3.3
Larecha Jones,CHA,G-F,9,54,9,0,6.0,0.9,2.1,.421,0.2,0.7,.333,0.7,1.4,.462,0.1,0.2,.500,0.0,0.6,0.2,0.0,0.1,0.4,0.6,2.1
Merlakia Jones,CLE,G,32,948,32,32,29.6,4.8,10.1,.474,0.4,1.4,.311,4.3,8.7,.500,1.0,1.5,.681,1.6,4.3,2.0,0.9,0.1,1.9,2.7,11.0
Tanja Kostic,MIA,F,5,46,5,0,9.2,0.6,1.8,.333,0.0,0.0,,0.6,1.8,.333,0.2,0.4,.500,0.6,1.0,0.8,0.4,0.0,1.4,1.2,1.4
Nicole Kubik,PHO,G,4,19,4,0,4.8,0.3,0.8,.333,0.0,0.3,.000,0.3,0.5,.500,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.8,1.0,1.5
Venus Lacy,NYL,C,2,18,2,2,9.0,1.0,2.5,.400,0.0,0.0,,1.0,2.5,.400,1.0,2.0,.500,0.5,2.5,0.0,0.0,0.0,1.0,0.0,3.0
Monica Lamb,HOU,C,13,140,13,2,10.8,0.8,1.5,.500,0.0,0.0,,0.8,1.5,.500,0.5,0.9,.500,0.4,2.0,0.2,0.2,0.3,0.3,1.8,2.0
Betty Lennox,MIN,G,32,984,32,31,30.8,6.3,14.7,.427,1.7,4.3,.396,4.6,10.4,.440,2.6,3.3,.800,1.7,5.6,2.6,1.7,0.3,3.0,3.5,16.9
Lisa Leslie*,LAS,C,32,1028,32,32,32.1,6.2,13.4,.458,0.2,1.0,.219,5.9,12.4,.477,5.3,6.4,.824,2.3,9.6,1.9,1.0,2.3,3.2,4.2,17.8
Andrea Lloyd-Curry,MIN,F,14,333,14,2,23.8,1.9,4.9,.382,0.8,2.3,.344,1.1,2.6,.417,0.9,1.2,.706,1.0,3.1,1.6,0.9,0.1,1.7,2.3,5.4
Stacey Lovelace,SEA,C,23,324,23,1,14.1,1.6,4.5,.350,0.1,0.4,.222,1.5,4.1,.362,1.1,1.3,.806,0.8,2.5,0.7,0.6,0.1,1.5,1.8,4.3
Mwadi Mabika,LAS,G,32,940,32,32,29.4,4.1,10.5,.388,1.9,5.0,.384,2.2,5.5,.392,2.3,2.8,.820,1.4,5.6,3.1,1.8,0.6,1.6,3.7,12.3
Clarisse Machanguana,LAS,C-F,31,421,31,1,13.6,1.5,2.7,.578,0.0,0.0,.000,1.5,2.6,.585,0.5,0.8,.560,0.6,2.3,0.6,0.4,0.1,0.6,2.1,3.5
Shea Mahoney,NYL,F,15,158,15,3,10.5,0.7,2.5,.289,0.1,0.3,.200,0.7,2.2,.303,0.3,0.5,.500,0.7,2.0,0.3,0.1,0.1,0.3,0.9,1.8
Sharon Manning,MIA,F-C,24,403,24,9,16.8,1.8,3.8,.478,0.0,0.1,.500,1.8,3.8,.478,0.6,1.1,.538,1.7,4.2,0.7,1.0,0.2,1.6,2.5,4.3
Rhonda Mapp,CHA,C,30,856,30,30,28.5,4.6,10.0,.460,0.3,0.7,.364,4.3,9.3,.468,2.4,2.9,.830,2.0,6.8,2.1,1.0,0.8,2.0,3.7,11.9
Michelle Marciniak,POR,G,32,537,32,0,16.8,1.8,4.8,.377,0.6,1.7,.333,1.3,3.1,.400,1.3,2.3,.573,0.3,1.8,2.3,1.2,0.2,2.1,2.5,5.5
Maylana Martin,MIN,C-F,30,456,30,13,15.2,1.8,3.9,.458,0.2,0.6,.263,1.6,3.3,.495,0.6,1.1,.594,0.8,2.2,0.7,0.6,0.4,1.0,2.7,4.4
Monica Maxwell,IND,F,32,1029,32,32,32.2,3.4,8.9,.386,1.9,4.9,.397,1.5,4.0,.372,1.6,1.8,.862,1.3,5.0,2.0,1.5,0.5,2.0,2.9,10.4
Tiffany McCain,ORL,G,25,214,25,0,8.6,0.6,2.0,.306,0.2,0.9,.227,0.4,1.1,.370,0.6,0.7,.889,0.1,0.4,0.2,0.1,0.0,0.4,0.7,2.0
Stephanie White,IND,G-F,32,635,32,12,19.8,2.1,5.2,.398,0.8,2.2,.386,1.2,3.0,.406,2.2,2.7,.826,0.4,1.9,1.8,1.0,0.2,1.5,1.5,7.2
Suzie McConnell Serio,CLE,G,32,705,32,32,22.0,1.8,4.4,.414,1.2,3.0,.392,0.6,1.3,.465,0.6,0.8,.760,0.3,1.6,3.7,0.5,0.0,2.2,0.9,5.4
Nikki McCray,WAS,G,32,1046,32,32,32.7,5.2,12.0,.434,1.6,4.7,.331,3.7,7.3,.500,3.5,4.6,.769,0.7,1.8,2.7,1.4,0.2,2.8,2.5,15.5
Nicky McCrimmon,LAS,G,32,488,32,0,15.3,1.2,2.4,.506,0.5,1.0,.485,0.7,1.4,.523,0.2,0.4,.500,0.3,1.0,2.0,0.9,0.3,1.5,1.3,3.2
Danielle McCulley,IND,C-F,29,456,29,2,15.7,2.2,5.3,.412,0.1,0.6,.176,2.1,4.7,.441,1.6,2.2,.730,1.6,2.8,0.7,0.6,0.8,1.3,2.2,6.0
Carla McGhee,ORL,F,32,408,32,0,12.8,0.9,2.6,.361,0.0,0.1,.000,0.9,2.5,.375,0.8,1.2,.692,0.8,2.0,0.7,0.7,0.2,1.0,1.8,2.7
Taj McWilliams-Franklin,ORL,F-C,32,1098,32,32,34.3,5.4,10.3,.524,0.2,0.5,.294,5.3,9.8,.537,2.7,3.8,.713,2.8,7.6,1.7,1.8,1.0,2.6,2.7,13.7
Chasity Melvin,CLE,C-F,32,904,32,32,28.3,4.3,9.0,.471,0.0,0.2,.143,4.2,8.8,.479,3.1,4.3,.730,2.2,5.4,1.9,0.9,0.6,1.9,3.5,11.7
Tausha Mills,WAS,C,31,295,31,0,9.5,1.5,3.4,.438,0.0,0.0,,1.5,3.4,.438,1.2,1.6,.745,1.3,2.6,0.3,0.3,0.3,1.2,2.3,4.2
DeLisha Milton-Jones,LAS,F,32,983,32,32,30.7,4.7,9.2,.512,0.1,0.3,.250,4.6,8.9,.519,2.4,3.2,.745,1.7,6.1,2.1,1.4,0.9,2.1,3.9,11.8
Naomi Mulitauaopele,UTA,C,22,291,22,3,13.2,1.9,3.1,.594,0.1,0.1,.667,1.8,3.0,.591,0.7,0.9,.750,0.5,1.5,0.3,0.2,0.3,1.4,1.7,4.5
Andrea Nagy,WAS,G,23,694,23,23,30.2,1.3,3.4,.392,0.6,1.7,.359,0.7,1.7,.425,0.9,1.1,.808,0.4,2.7,5.1,0.7,0.3,2.4,2.4,4.2
Astou Ndiaye-Diatta,DET,F,32,868,32,32,27.1,4.9,10.4,.474,0.0,0.2,.167,4.9,10.2,.480,0.9,1.6,.569,2.0,5.8,1.3,0.7,0.7,2.0,2.7,10.8
Eva Nemcova,CLE,F,14,443,14,14,31.6,4.8,11.7,.409,2.1,5.1,.408,2.7,6.6,.409,1.6,1.7,.917,0.6,2.9,1.6,1.1,0.6,1.9,2.1,13.2
Claudia Neves,DET,G,30,636,30,20,21.2,2.1,5.5,.380,0.9,3.1,.304,1.2,2.5,.473,0.8,1.0,.833,0.3,1.2,2.0,1.0,0.0,1.9,1.0,6.0
Vanessa Nygaard,POR,F,32,843,32,28,26.3,2.8,6.5,.435,0.9,2.8,.333,1.9,3.7,.513,1.3,1.7,.759,1.6,3.8,0.9,0.5,0.2,1.2,3.1,7.9
Heather Owen,WAS,F-C,11,60,11,0,5.5,0.1,0.4,.250,0.0,0.0,,0.1,0.4,.250,0.0,0.0,,0.2,0.8,0.2,0.0,0.0,0.3,1.1,0.2
Shantia Owens,MIA,F,31,605,31,16,19.5,1.6,4.2,.389,0.0,0.0,,1.6,4.2,.389,0.9,1.7,.537,1.5,3.1,0.7,0.4,0.8,1.7,3.1,4.2
Murriel Page,WAS,F,32,1046,32,32,32.7,4.1,6.9,.590,0.0,0.0,,4.1,6.9,.590,1.6,2.9,.565,2.5,6.5,2.0,0.7,1.0,2.0,3.2,9.8
Wendy Palmer,DET,F,32,914,32,30,28.6,5.2,11.7,.448,0.4,1.5,.250,4.8,10.2,.477,3.0,4.2,.704,2.1,6.8,1.2,0.6,0.3,2.0,3.5,13.8
