Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Tamecka Dixon,LAS,G,22,710,22,22,32.3,5.6,12.9,.438,1.0,2.7,.356,4.7,10.2,.460,4.0,5.1,.779,0.6,2.5,2.5,1.1,0.4,2.6,3.0,16.2
Nadine Domond,SAC,G,9,92,9,0,10.2,1.1,3.7,.303,0.3,1.8,.188,0.8,1.9,.412,0.4,0.4,1.000,0.7,1.0,1.0,0.8,0.1,1.2,1.4,3.0
Margo Dydek,UTA,C,30,839,30,30,28.0,4.9,10.1,.482,0.0,0.2,.143,4.8,9.9,.490,3.1,4.2,.732,1.4,7.6,1.8,0.5,3.8,3.6,4.2,12.9
Michelle Edwards,CLE,G,23,533,23,9,23.2,3.0,7.1,.417,0.5,1.5,.324,2.5,5.6,.442,1.3,2.2,.620,0.3,2.3,2.8,1.0,0.0,2.0,1.8,7.7
Allison Feaster,LAS,F,3,41,3,0,13.7,1.0,4.7,.214,0.7,3.3,.200,0.3,1.3,.250,0.7,0.7,1.000,0.3,0.7,1.0,0.7,0.0,1.3,3.3,3.3
Isabelle Fijalkowski,CLE,F-C,28,806,28,23,28.8,5.2,9.5,.547,0.1,0.4,.400,5.1,9.2,.553,3.1,3.8,.821,2.1,6.9,2.1,0.6,1.0,2.9,4.1,13.7
Kisha Ford,NYL,G-F,30,471,30,0,15.7,2.0,4.6,.435,0.1,0.4,.182,1.9,4.2,.457,0.8,1.3,.625,0.8,1.2,0.8,1.1,0.1,0.5,2.3,4.9
Toni Foster,PHO,F-C,16,218,16,5,13.6,1.8,3.8,.467,0.0,0.0,,1.8,3.8,.467,1.4,1.9,.767,0.6,1.9,1.2,0.9,0.3,0.9,1.3,4.9
Jennifer Gillom,PHO,F-C,30,962,30,30,32.1,7.6,16.4,.465,1.0,2.7,.378,6.6,13.7,.482,4.6,6.5,.703,2.1,7.3,1.4,1.7,0.3,3.0,3.1,20.9
Bridgette Gordon,SAC,F,22,253,22,5,11.5,1.1,2.9,.391,0.0,0.4,.000,1.1,2.5,.446,0.4,0.7,.563,0.5,1.4,0.4,0.4,0.0,1.4,1.2,2.7
Margo Graham,WAS,C,9,49,9,0,5.4,0.9,2.1,.421,0.0,0.0,,0.9,2.1,.421,0.2,0.4,.500,0.9,1.4,0.1,0.1,0.1,0.9,1.6,2.0
Lady Grooms,SAC,F,30,792,30,29,26.4,2.5,5.1,.487,0.0,0.2,.167,2.5,4.9,.500,2.1,3.1,.670,1.2,2.7,1.6,0.7,0.1,1.7,1.2,7.1
Wanda Guyton,HOU,C,1,14,1,1,14.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
Mikiko Hagiwara,PHO,G,10,59,10,0,5.9,0.8,2.1,.381,0.4,1.2,.333,0.4,0.9,.444,0.2,0.3,.667,0.0,0.2,0.3,0.0,0.0,0.5,0.4,2.2
Angie Hamblin,DET,G-F,6,29,6,0,4.8,0.3,1.3,.250,0.2,0.3,.500,0.2,1.0,.167,0.2,0.3,.500,0.3,1.2,0.3,0.2,0.0,1.2,0.7,1.0
Kym Hampton,NYL,C,30,745,30,30,24.8,3.3,7.2,.452,0.0,0.0,.000,3.3,7.2,.454,2.6,3.6,.716,1.8,6.0,0.9,1.1,0.5,2.1,3.0,9.1
Fran Harris,UTA,G-F,18,353,18,12,19.6,1.6,4.4,.354,0.3,0.9,.313,1.3,3.5,.365,0.6,0.7,.833,0.8,2.2,1.7,0.7,0.1,0.9,1.8,3.9
Kristi Harrower,PHO,G,30,355,30,0,11.8,0.6,1.7,.365,0.4,1.1,.344,0.3,0.7,.400,0.7,0.9,.750,0.1,0.7,1.7,0.5,0.1,1.0,0.8,2.3
Dena Head,UTA,G,30,467,30,14,15.6,1.2,2.8,.424,0.4,0.9,.481,0.8,1.9,.397,0.8,1.1,.697,0.5,1.7,1.2,1.0,0.0,1.5,1.3,3.6
Korie Hlede,DET,G,27,912,27,27,33.8,5.0,12.8,.391,1.1,2.7,.392,3.9,10.0,.391,3.1,3.8,.806,1.4,5.2,2.7,0.8,0.0,3.3,2.4,14.1
Angela Jackson,WAS,C,7,36,7,0,5.1,0.4,0.9,.500,0.0,0.0,,0.4,0.9,.500,0.6,0.9,.667,0.4,0.6,0.0,0.1,0.3,0.0,1.4,1.4
Adrienne Johnson,CLE,G,29,330,29,0,11.4,1.8,4.0,.457,0.5,1.1,.424,1.3,2.9,.470,0.4,0.6,.722,0.6,1.7,0.5,0.2,0.1,0.8,1.2,4.6
LaTonya Johnson,UTA,F,28,490,28,8,17.5,2.1,5.2,.400,0.5,1.8,.286,1.6,3.4,.458,0.8,1.2,.618,0.5,1.9,0.7,0.4,0.0,1.5,1.5,5.4
Leslie Johnson,WAS,F,6,15,6,0,2.5,0.2,0.3,.500,0.0,0.0,,0.2,0.3,.500,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.7,0.5,0.3
Pollyanna Johns Kimbrough,CHA,C,24,180,24,0,7.5,0.9,1.9,.489,0.0,0.0,,0.9,1.9,.489,0.8,1.2,.643,0.6,1.5,0.3,0.1,0.1,0.4,0.4,2.6
Tiffani Johnson,SAC,C,6,32,6,0,5.3,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,0.3,0.7,.500,0.5,1.7,0.0,0.3,0.0,0.5,0.8,0.3
Vickie Johnson,NYL,G-F,30,905,30,30,30.2,4.9,10.9,.446,0.7,1.9,.375,4.2,9.0,.461,2.1,2.7,.768,1.5,3.8,2.5,1.0,0.2,1.5,2.3,12.5
Merlakia Jones,CLE,G,30,683,30,21,22.8,3.6,7.8,.464,0.2,0.7,.350,3.4,7.2,.474,2.0,2.7,.753,0.9,3.2,1.3,1.1,0.1,1.7,2.3,9.5
Aneta Kausaite,DET,F,10,58,10,0,5.8,0.5,2.0,.250,0.0,0.2,.000,0.5,1.8,.278,0.4,0.7,.571,0.8,1.1,0.1,0.3,0.0,0.3,0.4,1.4
Tanja Kostic,CLE,F,5,30,5,0,6.0,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,0.2,0.4,.500,0.2,0.4,0.4,0.0,0.0,0.6,0.4,1.0
Andrea Kuklova,PHO,G-F,29,340,29,2,11.7,1.3,3.3,.400,0.0,0.2,.143,1.3,3.0,.420,0.7,1.2,.556,0.7,1.3,1.1,0.6,0.1,1.4,1.4,3.3
Monica Lamb,HOU,C,30,649,30,25,21.6,2.2,4.1,.541,0.0,0.0,,2.2,4.1,.541,1.0,1.4,.690,2.1,4.7,0.3,0.8,0.7,0.9,2.9,5.4
Lisa Leslie*,LAS,C,28,898,28,28,32.1,7.2,15.1,.478,0.3,0.8,.391,6.9,14.3,.483,4.9,6.3,.768,2.8,10.2,2.5,1.5,2.1,3.6,4.3,19.6
Rebecca Lobo*,NYL,C,30,875,30,30,29.2,4.5,9.4,.484,0.4,1.3,.308,4.1,8.1,.512,2.2,3.1,.710,2.3,6.9,1.5,0.6,1.1,2.2,3.3,11.7
Mwadi Mabika,LAS,G,29,710,29,23,24.5,3.0,8.9,.339,1.1,3.7,.308,1.9,5.2,.360,1.0,1.5,.698,1.0,4.4,1.5,1.0,0.3,1.3,2.5,8.2
Sharon Manning,CHA,F-C,30,575,30,6,19.2,2.0,4.5,.440,0.0,0.1,.000,2.0,4.4,.447,1.5,2.2,.667,2.0,5.5,1.0,1.1,0.2,1.4,2.1,5.4
Rhonda Mapp,CHA,C,21,456,21,14,21.7,4.0,7.8,.506,0.0,0.5,.100,3.9,7.3,.532,2.1,2.9,.750,1.7,4.2,1.6,0.6,0.4,1.9,2.9,10.1
Suzie McConnell Serio,CLE,G,28,882,28,28,31.5,2.9,6.3,.455,1.0,2.5,.408,1.8,3.8,.486,1.8,2.5,.729,0.3,2.2,6.4,1.8,0.2,3.7,1.7,8.6
Nikki McCray,WAS,G,29,969,29,28,33.4,6.6,15.8,.418,0.8,2.5,.315,5.8,13.2,.438,3.7,4.9,.748,1.2,2.9,3.1,1.5,0.1,4.3,2.8,17.7
Pamela McGee,LAS,F-C,30,570,30,22,19.0,2.7,6.1,.437,0.0,0.1,.000,2.7,6.0,.447,1.4,2.3,.614,2.1,4.8,0.4,0.8,0.8,1.8,3.5,6.8
Penny Moore,WAS,F,29,756,29,26,26.1,3.2,9.3,.343,0.7,3.2,.207,2.6,6.2,.413,1.1,1.6,.717,1.2,3.7,1.6,1.5,0.7,2.1,2.0,8.2
Yolanda Moore,HOU,F-C,30,533,30,4,17.8,1.1,2.4,.451,0.0,0.1,.500,1.0,2.3,.449,1.1,1.4,.805,1.1,2.9,0.3,0.9,0.0,0.7,1.8,3.3
Eva Nemcova,CLE,F,30,972,30,30,32.4,4.4,9.4,.466,0.9,2.1,.452,3.4,7.3,.470,2.2,2.5,.893,0.9,3.7,2.2,1.1,0.7,2.1,2.6,11.9
Murriel Page,WAS,F,30,955,30,30,31.8,3.5,7.2,.479,0.0,0.1,.000,3.5,7.2,.484,1.4,2.2,.631,2.7,6.9,1.3,0.6,0.4,1.9,3.2,8.3
Wendy Palmer,UTA,F,28,761,28,21,27.2,5.2,11.0,.472,0.2,0.6,.353,5.0,10.4,.479,2.9,4.4,.653,2.5,6.6,1.1,0.6,0.2,2.0,2.7,13.5
Tia Paschal,CHA,F,20,110,20,0,5.5,0.6,1.9,.297,0.1,0.2,.250,0.5,1.7,.303,0.2,0.3,.667,0.2,0.8,0.5,0.4,0.0,0.6,0.6,1.4
Ticha Penicheiro,SAC,G,30,1080,30,30,36.0,1.8,5.5,.333,0.3,1.4,.233,1.5,4.1,.369,2.3,3.6,.642,0.4,4.7,7.5,2.2,0.1,3.9,3.0,6.3
Kim Perrot,HOU,G,30,986,30,30,32.9,2.9,7.3,.404,1.0,3.6,.269,2.0,3.7,.536,1.6,2.3,.700,0.6,3.1,4.7,2.8,0.0,2.7,2.3,8.5
Bridget Pettis,PHO,G,30,849,30,28,28.3,3.8,10.0,.377,1.2,4.1,.285,2.6,5.9,.441,2.6,3.0,.865,1.1,3.4,2.1,1.0,0.3,2.1,2.5,11.3
Franthea Price,SAC,G,26,379,26,1,14.6,1.7,4.4,.374,1.1,3.0,.359,0.6,1.4,.405,0.5,0.7,.722,0.3,1.7,1.3,0.8,0.1,1.2,1.1,4.9
Brandy Reed,PHO,F,24,254,24,0,10.6,2.1,4.0,.526,0.1,0.3,.250,2.0,3.6,.552,0.9,1.3,.710,1.5,3.3,0.8,0.8,0.3,1.4,1.3,5.2
Michelle Reed,LAS,G-F,9,49,9,0,5.4,0.3,1.2,.273,0.1,0.4,.250,0.2,0.8,.286,0.8,1.3,.583,0.2,1.2,0.2,0.2,0.1,0.7,0.4,1.6
Tracy Reid,CHA,F,30,966,30,30,32.2,5.0,10.3,.487,0.0,0.1,.000,5.0,10.3,.490,3.7,6.0,.613,2.0,5.2,1.5,1.3,0.4,2.4,2.0,13.8
Tammi Reiss,UTA,G,22,477,22,17,21.7,2.5,6.1,.403,0.7,2.5,.296,1.7,3.6,.475,0.9,1.3,.655,0.6,1.8,2.2,0.5,0.0,1.1,1.5,6.5
Nyree Roberts,HOU,C,14,55,14,0,3.9,0.4,0.5,.857,0.0,0.0,,0.4,0.5,.857,0.3,0.5,.571,0.2,0.7,0.1,0.1,0.0,0.3,0.2,1.1
Eugenia Rycraw,LAS,C,20,226,20,4,11.3,0.8,1.6,.469,0.0,0.0,,0.8,1.6,.469,0.8,1.1,.727,0.9,2.5,0.2,0.4,0.9,0.7,1.4,2.3
Alessandra Santos de Oliveira,WAS,C,16,481,16,12,30.1,3.9,7.6,.516,0.0,0.0,,3.9,7.6,.516,3.1,6.8,.463,3.8,8.1,0.1,0.8,0.4,3.4,2.8,11.0
Olympia Scott,UTA,C,29,466,29,1,16.1,2.0,4.7,.430,0.0,0.2,.200,2.0,4.5,.438,1.3,2.2,.569,1.3,2.9,0.8,0.8,0.3,1.7,2.7,5.3
Raegan Pebley,CLE,F-C,22,167,22,0,7.6,0.6,1.7,.368,0.0,0.1,.000,0.6,1.6,.389,0.5,0.5,.833,0.2,1.3,0.3,0.1,0.2,0.4,1.1,1.7
Adrienne Shuler,WAS,G,25,363,25,12,14.5,1.2,3.4,.369,0.5,1.5,.342,0.7,1.8,.391,0.6,0.7,.824,0.5,2.1,1.9,0.9,0.1,1.6,2.1,3.6
Christy Smith,CHA,G,24,448,24,18,18.7,1.1,3.1,.360,0.8,2.4,.316,0.4,0.8,.500,0.7,0.8,.850,0.1,1.4,3.0,0.4,0.0,2.0,1.4,3.7
Tangela Smith,SAC,C,28,707,28,10,25.3,4.0,9.9,.403,0.2,0.5,.357,3.8,9.4,.405,1.4,1.9,.741,1.6,4.6,1.1,0.6,1.6,1.6,2.8,9.6
Leila Sobral,WAS,F,15,71,15,0,4.7,0.4,1.7,.240,0.2,0.7,.273,0.2,0.9,.214,0.7,1.0,.667,0.2,0.7,0.4,0.3,0.1,0.6,0.9,1.7
Rachael Sporn,DET,F,30,535,30,1,17.8,2.0,4.9,.408,0.0,0.0,,2.0,4.9,.408,0.5,1.1,.500,1.7,3.6,1.3,0.3,0.4,1.1,1.9,4.5
Maria Stepanova,PHO,C,20,130,20,0,6.5,1.3,3.1,.426,0.0,0.0,,1.3,3.1,.426,0.7,1.1,.636,0.9,1.9,0.4,0.2,0.6,0.5,1.5,3.3
Rehema Stephens,SAC,G,8,81,8,0,10.1,1.4,5.1,.268,0.3,1.5,.167,1.1,3.6,.310,0.3,0.5,.500,0.9,1.3,0.5,0.3,0.1,1.4,1.0,3.3
Andrea Stinson,CHA,G,30,1046,30,30,34.9,5.8,13.8,.418,1.0,3.4,.282,4.8,10.4,.463,2.5,3.3,.750,1.0,4.6,4.5,1.8,0.5,2.6,2.4,15.0
Tora Suber,CHA,G,30,682,30,12,22.7,1.9,6.2,.314,1.2,3.9,.310,0.7,2.3,.319,1.0,1.5,.630,0.4,1.8,2.9,1.0,0.0,1.5,1.8,6.0
Sheryl Swoopes*,HOU,F-G,29,937,29,29,32.3,6.0,14.0,.427,1.2,3.4,.360,4.7,10.5,.449,2.4,3.0,.826,1.3,5.1,2.1,2.5,0.5,2.0,1.4,15.6
Alicia Thompson,NYL,F,19,126,19,0,6.6,0.5,2.1,.231,0.1,0.1,1.000,0.4,2.0,.211,0.6,1.0,.632,0.4,1.3,0.2,0.1,0.1,0.4,0.6,1.6
Tina Thompson*,HOU,F,27,874,27,27,32.4,4.5,10.7,.419,1.4,3.8,.359,3.1,6.9,.452,2.3,2.7,.851,2.4,7.1,0.9,1.1,0.9,1.7,3.3,12.7
Michele Timms*,PHO,G,30,934,30,30,31.1,2.4,7.4,.318,1.0,3.5,.298,1.3,4.0,.336,1.1,1.6,.694,0.6,2.5,5.3,1.3,0.1,2.3,2.5,6.9
Penny Toler,LAS,G,30,945,30,30,31.5,4.8,11.6,.415,0.8,2.0,.417,4.0,9.6,.415,1.8,2.5,.743,1.2,3.5,4.8,1.1,0.1,3.4,2.6,12.3
Chantel Tremitiere,UTA,G,28,709,28,18,25.3,1.7,4.7,.364,0.6,1.8,.367,1.1,3.0,.361,1.5,1.9,.759,0.5,2.2,3.6,0.8,0.1,1.5,1.9,5.5
Trena Trice,NYL,F-C,10,77,10,0,7.7,0.7,1.7,.412,0.0,0.0,,0.7,1.7,.412,0.7,1.1,.636,0.7,1.8,0.1,0.0,0.3,0.7,1.2,2.1
Mfon Udoka,DET,F,3,25,3,0,8.3,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,0.7,1.3,.500,0.3,1.0,0.0,0.0,0.0,0.3,1.0,1.3
Amaya Valdemoro,HOU,F,16,61,16,0,3.8,0.5,1.0,.500,0.1,0.3,.400,0.4,0.7,.545,0.8,1.1,.706,0.1,0.6,0.4,0.4,0.1,1.1,0.5,1.9
Sandra Van Embricqs,LAS,F-C,28,470,28,2,16.8,1.5,3.2,.483,0.0,0.0,,1.5,3.2,.483,0.3,0.6,.500,1.2,2.7,0.6,0.9,0.3,0.7,2.0,3.4
Coquese Washington,NYL,G,28,226,28,0,8.1,0.5,1.8,.294,0.2,0.8,.238,0.4,1.1,.333,0.6,0.9,.692,0.2,0.9,1.6,0.6,0.0,1.3,1.1,1.9
Teresa Weatherspoon*,NYL,G,30,1002,30,30,33.4,2.4,6.3,.388,0.5,1.6,.327,1.9,4.6,.410,1.4,2.3,.609,0.7,4.0,6.4,3.3,0.0,3.2,2.8,6.8
Umeki Webb,PHO,G-F,30,846,30,30,28.2,1.9,5.3,.363,0.1,0.5,.286,1.8,4.9,.370,1.3,2.0,.661,1.6,3.9,3.1,1.6,0.7,1.4,3.5,5.3
Sue Wicks,NYL,F,30,444,30,0,14.8,1.5,3.6,.430,0.0,0.1,.000,1.5,3.5,.442,1.2,1.5,.800,1.3,2.8,1.2,0.5,0.3,1.6,2.2,4.3
Jamila Wideman,LAS,G,25,329,25,0,13.2,0.5,1.7,.279,0.1,0.5,.250,0.4,1.2,.290,0.8,1.2,.724,0.2,0.9,2.3,0.4,0.0,1.4,1.1,1.9
Kim Williams,UTA,G,30,543,30,10,18.1,3.0,7.4,.408,0.3,0.9,.321,2.7,6.5,.421,1.2,1.6,.735,0.8,1.9,1.5,1.4,0.2,2.2,2.5,7.6
Rita Williams,WAS,G,30,712,30,18,23.7,1.4,4.2,.323,0.4,1.8,.218,1.0,2.4,.403,1.3,2.0,.633,0.4,2.3,2.3,2.1,0.1,2.3,1.7,4.4
Sophia Witherspoon,NYL,G,30,898,30,30,29.9,4.8,12.0,.401,1.1,3.2,.344,3.7,8.8,.422,3.1,3.9,.786,1.1,3.0,1.9,1.3,0.1,2.4,1.8,13.8
Lynette Woodard*,DET,G,27,383,27,8,14.2,1.3,3.4,.387,0.0,0.0,,1.3,3.4,.387,0.9,1.5,.575,1.1,2.4,0.8,0.8,0.1,1.1,1.2,3.5
Tiffany Woosley,HOU,G,18,96,18,0,5.3,0.4,1.3,.304,0.2,0.7,.250,0.2,0.6,.364,0.3,0.4,.714,0.2,0.4,0.5,0.4,0.0,0.7,0.5,1.2
Haixia Zheng,LAS,C,6,98,6,2,16.3,3.3,5.3,.625,0.0,0.0,,3.3,5.3,.625,0.8,1.2,.714,1.3,4.3,0.5,0.0,0.2,1.0,1.8,7.5
Erin Alexander,TOT,G,20,141,20,0,7.1,0.6,2.2,.273,0.6,1.8,.314,0.1,0.5,.111,0.2,0.2,1.000,0.4,0.9,0.5,0.2,0.0,0.6,0.9,2.0
Tammy Jackson,TOT,F-C,21,174,21,0,8.3,0.5,1.1,.417,0.0,0.0,,0.5,1.1,.417,0.4,0.6,.615,0.3,1.2,0.3,0.2,0.2,0.7,1.6,1.3
Pauline Jordan,TOT,F-C,24,277,24,0,11.5,1.1,2.9,.377,0.0,0.0,.000,1.1,2.8,.382,0.9,1.5,.629,0.6,2.0,0.8,0.6,0.5,1.0,2.0,3.1
Erin Alexander,LAS,G,8,73,8,0,9.1,0.9,2.8,.318,0.8,2.0,.375,0.1,0.8,.167,0.3,0.3,1.000,1.0,1.9,0.8,0.3,0.0,0.9,1.4,2.8
Tammy Jackson,WAS,F-C,2,14,2,0,7.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,0.0,1.0,.000,0.5,2.0,0.0,0.0,0.0,0.0,1.5,2.0
Pauline Jordan,PHO,F-C,6,30,6,0,5.0,0.8,1.3,.625,0.0,0.0,,0.8,1.3,.625,0.8,1.2,.714,0.2,0.8,0.7,0.0,0.0,0.2,0.7,2.5
Erin Alexander,UTA,G,12,68,12,0,5.7,0.4,1.8,.227,0.4,1.6,.263,0.0,0.3,.000,0.2,0.2,1.000,0.0,0.3,0.3,0.1,0.0,0.4,0.6,1.4
Tammy Jackson,HOU,F-C,19,160,19,0,8.4,0.4,1.1,.381,0.0,0.0,,0.4,1.1,.381,0.4,0.6,.727,0.3,1.1,0.3,0.2,0.3,0.7,1.6,1.3
Pauline Jordan,SAC,F-C,18,247,18,0,13.7,1.2,3.4,.344,0.0,0.1,.000,1.2,3.3,.350,0.9,1.6,.607,0.8,2.4,0.9,0.8,0.7,1.3,2.4,3.3
