league,lg,season,season_start_year,player_name,player_id,team,pos,g,mp_per_game,pts_per_game,ast_per_game,trb_per_game,orb_per_game,fg_per_game,fga_per_game,fg_percent,x3p_per_game,x3pa_per_game,x3p_percent,x2p_per_game,x2pa_per_game,x2p_percent,ft_per_game,fta_per_game,ft_percent,stl_per_game,blk_per_game,tov_per_game,pf_per_game,draft_year,draft_round,draft_pick,draft_team,college,rookie_season_start_year,career_year,GS
WNBA,WNBA,2003-04,2003,Tiffani Johnson,,HOU,C,22,16.3,3.5,0.6,2.9,0.9,1.4,2.8,0.484,0.0,0.0,,1.4,2.8,0.484,0.8,1.0,0.739,0.1,0.3,0.9,1.5,,,,,,1998,6.0,3
WNBA,WNBA,2003-04,2003,Vickie Johnson,,NYL,G-F,32,32.6,13.4,2.3,3.0,0.9,4.9,10.8,0.458,1.1,3.0,0.365,3.8,7.8,0.494,2.5,2.9,0.859,0.9,0.2,1.7,2.0,,,,,,1997,7.0,32
WNBA,WNBA,2003-04,2003,Asjha Jones,,WAS,F,34,22.0,8.5,1.5,4.0,1.8,3.6,8.2,0.434,0.2,0.5,0.412,3.4,7.7,0.435,1.2,1.6,0.745,0.5,0.7,1.9,3.2,,,,,,2002,2.0,10
WNBA,WNBA,2003-04,2003,Merlakia Jones,,CLE,G,34,19.8,4.8,1.3,2.9,0.5,1.9,5.8,0.337,0.1,0.4,0.308,1.8,5.4,0.339,0.8,1.1,0.718,0.6,0.1,1.1,1.7,,,,,,1997,7.0,15
WNBA,WNBA,2003-04,2003,Zuzi Klimesova,,IND,F,1,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,,,,,,2002,2.0,0
WNBA,WNBA,2003-04,2003,Sheila Lambert,,DET,G,27,6.9,3.2,0.5,1.0,0.4,0.9,2.4,0.364,0.3,0.6,0.438,0.6,1.9,0.34,1.2,1.5,0.78,0.2,0.0,1.1,0.6,,,,,,2002,2.0,1
WNBA,WNBA,2003-04,2003,Amanda Lassiter,,SEA,F,32,22.9,5.1,1.3,3.5,1.0,1.9,4.9,0.385,0.8,2.3,0.329,1.1,2.6,0.434,0.6,0.9,0.633,0.8,0.8,1.3,2.9,,,,,,2001,3.0,18
WNBA,WNBA,2003-04,2003,Kara Lawson,,SAC,G,34,22.6,7.7,1.6,3.1,0.9,2.6,6.7,0.392,1.6,4.0,0.4,1.0,2.7,0.38,0.9,1.2,0.775,0.4,0.1,1.2,1.3,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Betty Lennox,,CLE,G,34,16.5,7.6,0.9,2.6,0.6,2.9,7.9,0.372,0.9,3.0,0.311,2.0,4.9,0.41,0.8,1.1,0.722,0.4,0.1,1.7,2.3,,,,,,2000,4.0,1
WNBA,WNBA,2003-04,2003,Lisa Leslie*,,LAS,C,23,34.4,18.4,2.0,10.0,3.3,7.2,16.2,0.442,0.5,1.6,0.324,6.7,14.6,0.455,3.6,5.8,0.617,1.3,2.7,2.8,4.0,,,,,,1997,7.0,23
WNBA,WNBA,2003-04,2003,Tynesha Lewis,,CHA,G,23,10.2,3.0,0.9,1.4,0.5,1.1,2.7,0.419,0.3,0.6,0.538,0.8,2.1,0.388,0.5,0.5,0.917,0.4,0.3,0.7,0.8,,,,,,2001,3.0,0
WNBA,WNBA,2003-04,2003,Rebecca Lobo*,,CON,C,25,11.9,2.4,0.2,2.1,0.4,1.0,3.5,0.284,0.3,1.1,0.25,0.7,2.4,0.3,0.1,0.4,0.222,0.2,0.6,0.6,1.3,,,,,,1997,7.0,13
WNBA,WNBA,2003-04,2003,Helen Luz,,WAS,G,20,8.3,3.0,1.1,0.5,0.1,1.0,2.7,0.358,0.6,2.0,0.3,0.4,0.7,0.538,0.5,0.5,0.9,0.3,0.1,0.6,0.8,,,,,,2001,3.0,0
WNBA,WNBA,2003-04,2003,Mwadi Mabika,,LAS,G,32,32.6,13.8,2.6,4.4,1.1,4.9,12.1,0.407,0.9,3.3,0.264,4.1,8.8,0.461,3.0,3.5,0.866,0.9,0.6,2.3,3.3,,,,,,1997,7.0,30
WNBA,WNBA,2003-04,2003,Hamchetou Maiga-Ba,,SAC,F,22,8.6,1.9,0.6,1.7,0.6,0.8,2.4,0.327,0.0,0.0,,0.8,2.4,0.327,0.4,0.9,0.4,0.8,0.1,0.6,1.2,,,,,,2002,2.0,0
WNBA,WNBA,2003-04,2003,Sonja Mallory,,PHO,C,6,7.3,1.7,0.0,1.7,0.7,0.7,1.5,0.444,0.0,0.0,,0.7,1.5,0.444,0.3,0.3,1.0,0.2,0.7,1.0,1.2,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Rhonda Mapp,,LAS,C,24,10.6,2.6,0.3,2.8,1.1,1.3,2.5,0.5,0.0,0.0,0.0,1.3,2.5,0.508,0.1,0.2,0.5,0.3,0.3,0.5,1.9,,,,,,1997,7.0,4
WNBA,WNBA,2003-04,2003,Stephanie White,,IND,G-F,28,20.6,6.9,2.1,1.5,0.5,2.1,6.2,0.347,1.0,3.0,0.345,1.1,3.2,0.348,1.6,1.7,0.938,1.2,0.2,1.3,2.1,,,,,,1999,5.0,10
WNBA,WNBA,2003-04,2003,Nikki McCray,,IND,G,34,21.6,3.9,1.4,1.5,0.5,1.5,4.1,0.377,0.2,0.9,0.219,1.3,3.1,0.425,0.6,0.7,0.833,1.1,0.1,1.3,2.0,,,,,,1998,6.0,32
WNBA,WNBA,2003-04,2003,Nicky McCrimmon,,LAS,G,33,9.1,2.1,1.0,0.9,0.2,0.8,1.9,0.444,0.2,0.4,0.417,0.7,1.5,0.451,0.2,0.2,0.875,0.6,0.0,0.5,0.6,,,,,,2000,4.0,1
WNBA,WNBA,2003-04,2003,Danielle McCulley,,SEA,C-F,7,3.7,0.3,0.0,0.1,0.0,0.1,0.9,0.167,0.0,0.1,0.0,0.1,0.7,0.2,0.0,0.0,,0.0,0.0,0.6,0.4,,,,,,2000,4.0,0
WNBA,WNBA,2003-04,2003,Teana Miller,,CHA,C,31,11.0,3.4,0.2,2.9,1.2,1.3,2.5,0.526,0.0,0.0,0.0,1.3,2.5,0.532,0.7,1.0,0.742,0.5,0.8,0.9,1.9,,,,,,2003,1.0,1
WNBA,WNBA,2003-04,2003,Taj McWilliams-Franklin,,CON,F-C,34,28.9,10.4,1.4,6.7,2.3,3.9,8.9,0.442,0.4,1.3,0.279,3.6,7.6,0.469,2.2,3.0,0.745,1.3,1.0,1.6,3.0,,,,,,1999,5.0,34
WNBA,WNBA,2003-04,2003,Chasity Melvin,,CLE,C-F,34,31.2,13.1,1.5,6.3,2.4,4.7,9.8,0.477,0.1,0.3,0.273,4.6,9.5,0.484,3.6,5.2,0.699,0.8,0.6,2.0,3.2,,,,,,1999,5.0,34
WNBA,WNBA,2003-04,2003,Coco Miller,,WAS,G,33,32.6,12.5,2.6,3.8,1.7,5.2,11.6,0.45,1.0,2.7,0.36,4.2,8.9,0.478,1.1,1.6,0.698,1.2,0.2,1.6,2.9,,,,,,2001,3.0,33
WNBA,WNBA,2003-04,2003,Kelly Miller,,CHA,G,34,15.4,5.6,1.4,1.6,0.6,2.0,4.9,0.407,0.6,1.5,0.423,1.4,3.4,0.4,0.9,1.2,0.775,0.5,0.1,1.0,1.3,,,,,,2001,3.0,0
WNBA,WNBA,2003-04,2003,Tausha Mills,,SAS,C,29,6.4,2.0,0.2,1.9,0.9,0.7,1.7,0.408,0.0,0.0,,0.7,1.7,0.408,0.6,1.1,0.581,0.1,0.1,0.8,2.0,,,,,,2000,4.0,0
WNBA,WNBA,2003-04,2003,DeLisha Milton-Jones,,LAS,F,31,35.0,13.4,2.1,7.1,1.9,4.5,10.6,0.424,0.7,2.0,0.377,3.7,8.6,0.434,3.7,4.6,0.804,1.6,1.3,2.5,3.5,,,,,,1999,5.0,30
WNBA,WNBA,2003-04,2003,Jenny Mowe,,LAS,C,1,21.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,3.0,,,,,,2001,3.0,0
WNBA,WNBA,2003-04,2003,Astou Ndiaye-Diatta,,DET,F,11,6.4,1.8,0.1,1.3,0.5,0.9,1.9,0.476,0.0,0.0,,0.9,1.9,0.476,0.0,0.2,0.0,0.3,0.1,0.8,0.3,,,,,,1999,5.0,2
WNBA,WNBA,2003-04,2003,Deanna Nolan,,DET,G-F,32,29.8,12.4,2.6,3.3,0.4,4.3,9.8,0.436,1.5,3.6,0.421,2.8,6.2,0.444,2.4,3.0,0.792,1.3,0.4,2.2,2.0,,,,,,2001,3.0,32
WNBA,WNBA,2003-04,2003,Vanessa Nygaard,,LAS,F,11,15.3,3.7,0.5,1.7,1.0,1.5,3.3,0.444,0.5,1.5,0.353,0.9,1.7,0.526,0.3,0.4,0.75,0.3,0.0,0.4,2.0,,,,,,1999,5.0,3
WNBA,WNBA,2003-04,2003,Murriel Page,,WAS,F,34,25.0,6.3,1.0,4.5,1.8,2.4,6.5,0.377,0.1,0.4,0.417,2.3,6.1,0.375,1.2,1.6,0.75,0.5,0.7,1.2,3.0,,,,,,1998,6.0,34
WNBA,WNBA,2003-04,2003,Wendy Palmer,,CON,F,32,13.5,4.7,0.5,3.3,0.9,1.8,4.6,0.395,0.3,1.4,0.217,1.5,3.2,0.475,0.7,0.9,0.821,0.3,0.1,1.1,1.9,,,,,,1997,7.0,1
WNBA,WNBA,2003-04,2003,Michaela Pavlickova,,PHO,F,8,3.6,0.8,0.1,0.5,0.1,0.4,0.9,0.429,0.0,0.1,0.0,0.4,0.8,0.5,0.0,0.0,,0.1,0.0,0.3,0.1,,,,,,2001,3.0,0
WNBA,WNBA,2003-04,2003,Ticha Penicheiro,,SAC,G,34,32.0,5.4,6.7,3.5,0.9,1.8,6.0,0.302,0.4,1.8,0.25,1.4,4.3,0.324,1.3,2.2,0.579,1.8,0.0,2.4,2.2,,,,,,1998,6.0,34
WNBA,WNBA,2003-04,2003,Jocelyn Penn,,WAS,F,30,9.6,2.9,0.5,1.7,0.6,1.0,2.6,0.397,0.1,0.4,0.154,1.0,2.2,0.446,0.7,1.1,0.667,0.5,0.0,0.7,0.9,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Erin Perperoglou,,CHA,F,14,3.1,0.6,0.2,0.3,0.1,0.2,0.6,0.375,0.0,0.0,,0.2,0.6,0.375,0.2,0.3,0.75,0.0,0.0,0.1,0.4,,,,,,2001,3.0,0
WNBA,WNBA,2003-04,2003,Bridget Pettis,,IND,G,31,4.8,1.6,0.3,0.6,0.2,0.5,1.7,0.288,0.2,0.9,0.222,0.3,0.8,0.36,0.4,0.5,0.765,0.1,0.0,0.3,0.5,,,,,,1997,7.0,0
WNBA,WNBA,2003-04,2003,Tari Phillips,,NYL,F-C,33,31.3,11.3,1.7,8.5,3.0,4.3,10.8,0.397,0.0,0.2,0.2,4.3,10.7,0.399,2.6,4.1,0.649,1.7,0.8,2.8,3.6,,,,,,1999,5.0,32
WNBA,WNBA,2003-04,2003,Plenette Pierson,,PHO,F,33,18.2,6.0,0.7,2.4,1.1,2.0,5.4,0.379,0.0,0.1,0.0,2.0,5.3,0.383,1.9,3.1,0.634,0.6,0.4,1.3,2.6,,,,,,2003,1.0,5
WNBA,WNBA,2003-04,2003,Elaine Powell,,DET,G,33,28.4,9.0,3.9,3.2,1.3,3.2,7.1,0.451,0.2,0.6,0.35,3.0,6.5,0.46,2.4,3.2,0.745,1.4,0.3,2.4,2.0,,,,,,1999,5.0,33
WNBA,WNBA,2003-04,2003,Felicia Ragland,,PHO,G,3,13.0,1.7,0.7,0.7,0.0,0.3,4.0,0.083,0.3,1.7,0.2,0.0,2.3,0.0,0.7,0.7,1.0,0.7,0.0,1.0,1.3,,,,,,2002,2.0,0
WNBA,WNBA,2003-04,2003,Semeka Randall,,SAS,G,33,10.3,2.7,0.7,1.6,0.8,1.0,2.7,0.356,0.0,0.0,0.0,1.0,2.7,0.36,0.7,1.4,0.533,0.3,0.0,1.3,1.2,,,,,,2001,3.0,1
WNBA,WNBA,2003-04,2003,Kristen Rasmussen,,IND,F,33,24.7,6.8,1.9,3.5,1.3,2.8,6.1,0.47,0.2,0.5,0.467,2.6,5.6,0.47,0.9,1.2,0.795,0.7,0.5,1.5,2.0,,,,,,2000,4.0,25
WNBA,WNBA,2003-04,2003,Tracy Reid,,PHO,F,2,6.0,1.0,0.5,0.5,0.5,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.0,0.0,,1.0,0.0,0.5,2.0,,,,,,1998,6.0,0
WNBA,WNBA,2003-04,2003,Ruth Riley,,DET,C,34,29.3,9.6,1.9,5.9,1.7,3.4,6.8,0.498,0.0,0.0,,3.4,6.8,0.498,2.9,3.7,0.764,0.7,1.7,2.4,3.8,,,,,,2001,3.0,34
WNBA,WNBA,2003-04,2003,Jennifer Rizzotti,,CLE,G,33,15.9,1.8,2.0,1.3,0.1,0.6,2.2,0.278,0.3,1.5,0.196,0.3,0.6,0.476,0.3,0.5,0.563,0.4,0.0,1.1,0.7,,,,,,1999,5.0,0
WNBA,WNBA,2003-04,2003,Crystal Robinson,,NYL,F,33,32.7,12.0,1.9,2.1,0.4,4.3,9.9,0.439,1.9,5.1,0.369,2.5,4.8,0.513,1.4,1.7,0.839,1.2,0.4,1.3,2.8,,,,,,1999,5.0,33
WNBA,WNBA,2003-04,2003,Nykesha Sales,,CON,F-G,34,32.5,16.1,2.7,4.3,0.8,5.7,13.8,0.415,1.3,3.4,0.386,4.4,10.4,0.424,3.4,4.2,0.806,1.4,0.4,2.1,3.1,,,,,,1999,5.0,34
WNBA,WNBA,2003-04,2003,Sheri Sam,,MIN,G-F,34,28.0,11.0,2.6,4.2,1.4,4.1,10.6,0.383,0.7,2.1,0.329,3.4,8.4,0.397,2.2,3.1,0.705,1.1,0.2,1.4,2.1,,,,,,1999,5.0,28
WNBA,WNBA,2003-04,2003,Nakia Sanford,,WAS,C-F,17,7.9,2.9,0.1,1.5,0.6,1.2,2.4,0.5,0.0,0.0,,1.2,2.4,0.5,0.5,1.2,0.45,0.2,0.1,0.8,2.1,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Kelly Schumacher,,IND,C,34,14.1,5.6,0.6,2.9,1.2,2.4,5.0,0.479,0.1,0.3,0.444,2.3,4.7,0.481,0.7,0.8,0.852,0.2,0.7,0.9,1.9,,,,,,2001,3.0,1
WNBA,WNBA,2003-04,2003,Georgia Schweitzer,,MIN,G-F,16,7.4,0.9,0.4,1.1,0.4,0.4,1.1,0.353,0.2,0.6,0.333,0.2,0.5,0.375,0.0,0.0,,0.2,0.1,0.5,0.4,,,,,,2001,3.0,0
WNBA,WNBA,2003-04,2003,K.B. Sharp,,NYL,G,30,13.3,3.1,1.2,1.1,0.4,0.9,2.4,0.394,0.2,0.8,0.292,0.7,1.6,0.447,1.0,1.3,0.795,0.5,0.0,0.9,0.5,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Gergana Slavtcheva,,PHO,G,2,6.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.5,1.0,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Aiysha Smith,,WAS,F,31,13.6,3.4,0.3,2.1,0.7,1.3,3.9,0.342,0.2,1.1,0.147,1.2,2.8,0.419,0.5,1.1,0.5,0.4,0.3,0.8,1.4,,,,,,2003,1.0,2
WNBA,WNBA,2003-04,2003,Charlotte Smith,,CHA,F,27,16.4,3.5,0.7,2.2,0.9,1.1,3.6,0.316,0.3,1.2,0.281,0.8,2.4,0.333,0.9,1.3,0.667,0.4,0.1,0.9,2.0,,,,,,1999,5.0,9
WNBA,WNBA,2003-04,2003,Charmin Smith,,PHO,G,4,4.3,0.0,0.3,1.0,0.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.5,,,,,,1999,5.0,0
WNBA,WNBA,2003-04,2003,Katie Smith*,,MIN,G,34,34.9,18.2,2.5,4.1,1.2,6.1,13.4,0.457,2.3,5.9,0.39,3.8,7.5,0.51,3.7,4.2,0.881,0.7,0.2,2.0,3.3,,,,,,1999,5.0,34
WNBA,WNBA,2003-04,2003,Tangela Smith,,SAC,C,34,29.0,12.6,1.5,5.5,1.8,5.5,12.6,0.44,0.4,1.4,0.265,5.1,11.1,0.463,1.2,1.7,0.707,1.3,0.9,1.6,3.0,,,,,,1998,6.0,34
WNBA,WNBA,2003-04,2003,Michelle Snow,,HOU,C,34,30.1,9.2,1.2,7.7,2.2,3.7,7.4,0.498,0.0,0.0,0.0,3.7,7.4,0.5,1.8,2.5,0.729,1.0,1.8,2.0,3.5,,,,,,2002,2.0,34
WNBA,WNBA,2003-04,2003,Dawn Staley*,,CHA,G,34,31.9,7.9,5.1,1.7,0.4,2.6,6.4,0.417,0.8,2.1,0.389,1.8,4.2,0.431,1.8,2.1,0.836,1.4,0.1,2.3,2.2,,,,,,1999,5.0,34
WNBA,WNBA,2003-04,2003,Andrea Stinson,,CHA,G,34,29.4,11.1,2.9,4.1,0.8,4.3,9.4,0.458,0.7,2.2,0.307,3.6,7.2,0.504,1.8,2.3,0.759,1.4,0.1,2.2,2.1,,,,,,1997,7.0,34
WNBA,WNBA,2003-04,2003,Jung Sun-Min,,SEA,C,17,6.9,1.8,0.1,0.6,0.1,0.8,1.9,0.406,0.0,0.4,0.0,0.8,1.5,0.52,0.2,0.2,1.0,0.3,0.0,0.3,0.8,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Tammy Sutton-Brown,,CHA,C,34,25.4,8.4,0.4,5.9,2.1,2.9,6.9,0.421,0.0,0.0,,2.9,6.9,0.421,2.6,3.9,0.687,0.6,1.5,1.7,3.9,,,,,,2001,3.0,33
WNBA,WNBA,2003-04,2003,Sheryl Swoopes*,,HOU,F-G,31,35.0,15.6,3.9,4.6,1.0,5.6,14.0,0.403,0.8,2.5,0.304,4.9,11.5,0.425,3.5,4.0,0.887,2.5,0.8,2.4,1.5,,,,,,1997,7.0,30
WNBA,WNBA,2003-04,2003,Penny Taylor,,CLE,F,34,26.4,11.7,2.4,4.4,1.3,4.2,10.0,0.421,1.0,2.9,0.343,3.2,7.1,0.452,2.3,2.8,0.821,1.1,0.3,1.8,1.6,,,,,,2001,3.0,33
WNBA,WNBA,2003-04,2003,Nikki Teasley,,LAS,G,34,35.0,11.5,6.3,5.1,0.9,3.3,8.5,0.389,2.1,4.9,0.424,1.2,3.6,0.341,2.9,3.3,0.875,1.1,0.4,3.2,2.0,,,,,,2002,2.0,34
WNBA,WNBA,2003-04,2003,LaToya Thomas,,CLE,F,32,26.6,10.8,1.2,5.1,2.0,4.3,9.3,0.463,0.0,0.2,0.0,4.3,9.1,0.472,2.2,2.8,0.789,0.9,0.4,1.3,1.9,,,,,,2003,1.0,25
WNBA,WNBA,2003-04,2003,Tina Thompson*,,HOU,F,28,34.8,16.9,1.7,5.9,1.4,6.3,15.2,0.413,1.4,4.1,0.342,4.9,11.1,0.439,2.9,3.7,0.779,0.6,0.8,2.5,2.3,,,,,,1997,7.0,28
WNBA,WNBA,2003-04,2003,Erin Thorn,,NYL,G,23,7.9,1.9,0.7,0.5,0.1,0.6,1.8,0.31,0.3,1.4,0.242,0.2,0.4,0.556,0.4,0.4,1.0,0.2,0.0,0.6,0.3,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Slobodanka Tuvic,,PHO,C,17,21.5,7.5,0.7,3.9,1.8,2.6,6.8,0.388,0.0,0.2,0.0,2.6,6.6,0.402,2.2,2.7,0.804,0.6,0.9,1.9,3.6,,,,,,2001,3.0,14
WNBA,WNBA,2003-04,2003,Mfon Udoka,,HOU,F,25,10.0,3.2,0.2,2.0,0.9,1.3,2.6,0.5,0.0,0.0,0.0,1.3,2.5,0.508,0.6,0.9,0.696,0.2,0.1,0.8,1.5,,,,,,1998,6.0,3
WNBA,WNBA,2003-04,2003,Petra Ujhelyi,,DET,C,14,4.9,0.3,0.2,0.9,0.2,0.1,0.6,0.25,0.0,0.0,,0.1,0.6,0.25,0.0,0.2,0.0,0.0,0.1,0.7,0.6,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Itoro Umoh-Coleman,,HOU,G,3,2.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.3,0.3,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Michele Van Gorp,,MIN,C,31,17.0,5.6,0.5,3.5,1.0,2.3,5.2,0.432,0.0,0.0,0.0,2.3,5.2,0.435,1.1,1.7,0.673,0.3,0.6,1.8,2.8,,,,,,1999,5.0,1
WNBA,WNBA,2003-04,2003,Kamila Vodichkova,,SEA,F-C,28,25.3,10.1,1.1,5.1,2.0,3.6,7.6,0.474,0.0,0.2,0.0,3.6,7.4,0.486,2.9,3.6,0.812,0.7,0.8,1.9,3.6,,,,,,2000,4.0,27
WNBA,WNBA,2003-04,2003,Ayana Walker,,DET,F,34,8.0,1.6,0.3,2.1,1.0,0.7,2.1,0.343,0.0,0.0,,0.7,2.1,0.343,0.2,0.6,0.381,0.3,0.3,0.6,1.0,,,,,,2002,2.0,1
WNBA,WNBA,2003-04,2003,DeMya Walker,,SAC,F,34,21.8,9.0,1.4,4.4,1.8,3.3,7.1,0.459,0.1,0.4,0.133,3.2,6.7,0.48,2.4,4.2,0.58,0.7,0.7,2.0,2.8,,,,,,2000,4.0,21
WNBA,WNBA,2003-04,2003,Coquese Washington,,IND,G,20,17.4,3.2,2.4,1.5,0.1,1.0,3.4,0.284,0.7,2.4,0.292,0.3,1.0,0.263,0.6,0.7,0.846,0.7,0.1,1.5,1.6,,,,,,1998,6.0,10
WNBA,WNBA,2003-04,2003,Teresa Weatherspoon*,,NYL,G,34,24.2,2.9,4.4,2.9,0.6,1.1,2.8,0.385,0.0,0.1,0.0,1.1,2.7,0.402,0.7,0.9,0.75,0.8,0.1,1.8,1.8,,,,,,1997,7.0,34
WNBA,WNBA,2003-04,2003,Tamika Whitmore,,NYL,F,33,24.9,8.2,0.8,3.7,1.2,3.3,7.3,0.455,0.0,0.1,0.333,3.3,7.2,0.456,1.5,2.3,0.658,1.1,0.7,1.7,3.0,,,,,,1999,5.0,29
WNBA,WNBA,2003-04,2003,Adrian Williams-Strong,,PHO,C-F,34,29.0,9.8,0.9,7.4,2.0,4.1,10.3,0.402,0.0,0.0,0.0,4.1,10.3,0.403,1.5,2.5,0.612,1.7,0.6,2.1,2.8,,,,,,2000,4.0,33
WNBA,WNBA,2003-04,2003,Natalie Williams,,IND,C,34,31.0,13.4,1.4,7.5,3.2,5.2,10.7,0.485,0.0,0.0,0.0,5.2,10.6,0.486,3.1,4.4,0.709,1.3,0.6,2.1,4.1,,,,,,1999,5.0,34
WNBA,WNBA,2003-04,2003,Rita Williams,,SEA,G,32,11.9,2.4,1.3,0.7,0.1,0.9,2.3,0.373,0.3,1.3,0.256,0.5,1.0,0.531,0.3,0.5,0.733,0.4,0.0,0.8,1.1,,,,,,1998,6.0,0
WNBA,WNBA,2003-04,2003,Shaquala Williams,,LAS,G,25,9.2,2.0,0.8,1.3,0.4,0.8,2.1,0.358,0.0,0.6,0.063,0.7,1.5,0.486,0.4,0.6,0.714,0.2,0.0,0.3,1.0,,,,,,2003,1.0,3
WNBA,WNBA,2003-04,2003,Tamika Williams,,MIN,F,34,33.0,8.9,1.3,6.1,2.7,3.8,5.7,0.668,0.0,0.1,0.0,3.8,5.6,0.675,1.3,2.7,0.484,1.0,0.3,1.7,2.3,,,,,,2002,2.0,34
WNBA,WNBA,2003-04,2003,Sophia Witherspoon,,LAS,G,23,10.2,2.4,0.2,0.8,0.3,0.7,2.3,0.321,0.4,1.3,0.345,0.3,1.0,0.292,0.5,0.6,0.857,0.3,0.0,0.3,0.7,,,,,,1997,7.0,2
WNBA,WNBA,2003-04,2003,Brooke Wyckoff,,CON,F,34,22.2,4.6,1.0,4.3,1.4,1.6,4.2,0.387,0.6,2.1,0.286,1.0,2.1,0.486,0.8,1.1,0.722,1.0,0.6,1.1,3.2,,,,,,2001,3.0,22
WNBA,WNBA,2003-04,2003,Lindsey Yamasaki,,NYL,G-F,24,6.2,0.7,0.4,0.5,0.0,0.3,1.1,0.222,0.2,0.6,0.286,0.1,0.5,0.154,0.0,0.0,,0.2,0.0,0.2,0.8,,,,,,2002,2.0,1
WNBA,WNBA,2003-04,2003,Nevriye Yilmaz,,PHO,C,5,6.8,2.8,0.4,0.6,0.6,1.4,3.0,0.467,0.0,0.0,,1.4,3.0,0.467,0.0,0.4,0.0,0.0,0.0,0.8,1.4,,,,,,2003,1.0,1
WNBA,WNBA,2003-04,2003,Zuzana Zirkova,,WAS,G,6,5.0,1.8,0.2,0.3,0.0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.3,0.5,1.0,1.0,1.0,0.0,0.0,0.3,0.5,,,,,,2003,1.0,0
WNBA,WNBA,2003-04,2003,Sonja Henning,,TOT,G,24,12.3,1.0,1.2,1.0,0.1,0.5,1.8,0.256,0.0,0.4,0.0,0.5,1.4,0.324,0.1,0.3,0.25,0.6,0.0,0.5,1.2,,,,,,1999,5.0,1
WNBA,WNBA,2003-04,2003,Tamara Moore,,TOT,G,26,6.8,2.1,0.5,1.1,0.2,0.7,1.6,0.452,0.0,0.3,0.0,0.7,1.3,0.576,0.6,0.7,0.842,0.3,0.2,0.6,0.5,,,,,,2002,2.0,0
WNBA,WNBA,2003-04,2003,Lynn Pride,,TOT,G-F,17,5.5,1.1,0.1,1.4,0.6,0.4,1.1,0.368,0.0,0.0,,0.4,1.1,0.368,0.2,0.5,0.5,0.2,0.1,0.6,1.2,,,,,,2000,4.0,0
WNBA,WNBA,2003-04,2003,Stacey Thomas,,TOT,F,30,9.0,2.0,0.5,1.4,0.5,0.7,2.1,0.323,0.2,0.9,0.259,0.4,1.2,0.371,0.5,0.9,0.519,0.7,0.3,0.5,0.8,,,,,,2000,4.0,1
WNBA,WNBA,2003-04,2003,Tonya Massaline,,TOT,F,24,9.3,2.2,0.3,0.9,0.5,0.8,2.6,0.317,0.3,0.8,0.3,0.6,1.8,0.326,0.3,0.3,1.0,0.2,0.0,0.4,0.5,,,,,,2000,4.0,0
WNBA,WNBA,2003-04,2003,Sonja Henning,,WAS,G,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,,,,1999,5.0,0
WNBA,WNBA,2003-04,2003,Tamara Moore,,DET,G,15,4.4,1.4,0.3,0.6,0.2,0.5,1.1,0.5,0.0,0.3,0.0,0.5,0.8,0.667,0.3,0.4,0.833,0.3,0.1,0.4,0.3,,,,,,2002,2.0,0
WNBA,WNBA,2003-04,2003,Lynn Pride,,MIN,G-F,13,5.1,1.3,0.1,1.3,0.6,0.5,1.1,0.5,0.0,0.0,,0.5,1.1,0.5,0.2,0.3,0.75,0.2,0.1,0.6,0.8,,,,,,2000,4.0,0
WNBA,WNBA,2003-04,2003,Stacey Thomas,,PHO,F,19,9.8,2.4,0.5,1.4,0.5,0.8,2.4,0.326,0.3,1.2,0.273,0.5,1.3,0.375,0.5,0.8,0.625,0.6,0.4,0.5,0.7,,,,,,2000,4.0,1
WNBA,WNBA,2003-04,2003,Tonya Massaline,,WAS,F,13,7.8,1.5,0.2,0.8,0.4,0.5,2.3,0.233,0.3,0.9,0.333,0.2,1.4,0.167,0.2,0.2,1.0,0.1,0.0,0.4,0.3,,,,,,2000,4.0,0
