league,lg,season,season_start_year,player_name,player_id,team,pos,g,mp_per_game,pts_per_game,ast_per_game,trb_per_game,orb_per_game,fg_per_game,fga_per_game,fg_percent,x3p_per_game,x3pa_per_game,x3p_percent,x2p_per_game,x2pa_per_game,x2p_percent,ft_per_game,fta_per_game,ft_percent,stl_per_game,blk_per_game,tov_per_game,pf_per_game,draft_year,draft_round,draft_pick,draft_team,college,rookie_season_start_year,career_year,GS
WNBA,WNBA,2013-14,2013,Le'coe Willingham,,ATL,F,34,22.2,4.1,0.8,4.2,1.3,1.6,3.9,0.424,0.4,1.4,0.304,1.2,2.5,0.488,0.4,0.6,0.714,0.8,0.3,1.2,2.4,,,,,,2004,10.0,28
WNBA,WNBA,2013-14,2013,Riquna Williams,,TUL,G,27,22.7,15.6,1.8,2.4,0.5,5.1,13.0,0.397,1.7,4.4,0.381,3.5,8.6,0.405,3.7,4.1,0.9,1.0,0.3,1.5,2.2,,,,,,2012,2.0,6
WNBA,WNBA,2013-14,2013,Julie Wojta,,SAS,G-F,3,8.3,2.0,0.3,2.0,0.7,0.7,0.7,1.0,0.0,0.0,,0.7,0.7,1.0,0.7,1.0,0.667,1.0,0.0,1.0,0.3,,,,,,2012,2.0,0
WNBA,WNBA,2013-14,2013,Monica Wright,,MIN,G,33,22.5,9.0,2.3,2.9,0.6,3.3,7.8,0.428,0.3,1.2,0.256,3.0,6.6,0.459,2.1,2.6,0.791,1.0,0.2,1.8,2.7,,,,,,2010,4.0,3
WNBA,WNBA,2013-14,2013,Tanisha Wright,,SEA,G,34,30.9,11.9,4.1,3.7,0.9,4.3,9.8,0.44,0.4,1.4,0.283,3.9,8.4,0.465,2.9,3.4,0.855,1.1,0.2,2.9,2.6,,,,,,2005,9.0,34
WNBA,WNBA,2013-14,2013,Tamera Young,,CHI,F,33,18.1,5.6,0.6,3.8,1.3,2.5,5.8,0.426,0.0,0.0,0.0,2.5,5.7,0.429,0.7,1.2,0.605,0.5,0.2,0.7,1.8,,,,,,2008,6.0,8
WNBA,WNBA,2013-14,2013,Toni Young,,NYL,F,31,11.1,4.1,0.5,1.9,0.8,1.9,3.9,0.475,0.0,0.0,0.0,1.9,3.9,0.479,0.4,0.6,0.667,0.3,0.3,0.8,1.8,,,,,,2013,1.0,10
WNBA,WNBA,2013-14,2013,Shavonte Zellous,,IND,G,29,31.3,14.7,1.7,3.4,0.9,5.0,12.1,0.415,1.3,3.9,0.348,3.7,8.3,0.446,3.3,4.2,0.78,0.9,0.7,1.9,3.2,,,,,,2009,5.0,29
WNBA,WNBA,2013-14,2013,Sharnee Zoll,,CHI,G,19,9.7,0.9,1.7,0.7,0.0,0.3,1.5,0.214,0.0,0.3,0.0,0.3,1.2,0.273,0.3,0.4,0.625,0.2,0.0,0.8,0.8,,,,,,2008,6.0,0
WNBA,WNBA,2013-14,2013,Jasmine Hassell,,TOT,F,22,7.4,1.5,0.4,0.9,0.5,0.6,2.1,0.277,0.0,0.0,0.0,0.6,2.1,0.283,0.4,0.8,0.471,0.2,0.0,0.3,1.0,,,,,,2013,1.0,0
WNBA,WNBA,2013-14,2013,DeLisha Milton-Jones,,TOT,F,26,23.9,8.2,1.9,4.2,1.4,3.2,7.9,0.398,0.2,0.9,0.208,3.0,7.0,0.423,1.7,2.3,0.705,0.7,0.4,1.6,2.6,,,,,,1999,15.0,17
WNBA,WNBA,2013-14,2013,Kayla Pedersen,,TOT,F,34,12.7,3.0,0.9,2.9,0.9,1.1,3.0,0.386,0.0,0.0,0.0,1.1,2.9,0.39,0.7,1.0,0.676,0.6,0.4,0.8,1.5,,,,,,2011,3.0,5
WNBA,WNBA,2013-14,2013,Samantha Prahalis,,TOT,G,11,9.9,1.6,1.5,0.9,0.1,0.7,2.3,0.32,0.0,0.5,0.0,0.7,1.8,0.4,0.2,0.2,1.0,0.4,0.1,1.2,1.6,,,,,,2012,2.0,2
WNBA,WNBA,2013-14,2013,Avery Warley-Talbert,,TOT,C,22,9.8,1.9,0.1,3.1,1.1,0.8,1.9,0.415,0.0,0.0,,0.8,1.9,0.415,0.4,0.5,0.8,0.4,0.3,0.5,1.5,,,,,,2012,2.0,5
WNBA,WNBA,2013-14,2013,Jasmine Hassell,,IND,F,18,8.5,1.8,0.4,1.1,0.6,0.7,2.5,0.267,0.0,0.1,0.0,0.7,2.4,0.273,0.4,0.9,0.471,0.2,0.1,0.4,1.2,,,,,,2013,1.0,0
WNBA,WNBA,2013-14,2013,DeLisha Milton-Jones,,SAS,F,15,27.3,9.2,2.0,4.9,1.9,3.9,9.3,0.421,0.2,0.9,0.214,3.7,8.4,0.444,1.1,1.9,0.607,0.9,0.5,1.7,2.9,,,,,,1999,15.0,15
WNBA,WNBA,2013-14,2013,Kayla Pedersen,,TUL,F,9,18.0,3.9,1.6,3.9,1.4,1.8,4.2,0.421,0.0,0.0,,1.8,4.2,0.421,0.3,0.7,0.5,0.8,0.9,0.9,1.3,,,,,,2011,3.0,5
WNBA,WNBA,2013-14,2013,Samantha Prahalis,,PHO,G,8,12.6,2.3,2.0,1.0,0.1,1.0,3.1,0.32,0.0,0.6,0.0,1.0,2.5,0.4,0.3,0.3,1.0,0.4,0.1,1.3,2.1,,,,,,2012,2.0,2
WNBA,WNBA,2013-14,2013,Avery Warley-Talbert,,NYL,C,8,12.8,3.0,0.1,4.9,1.4,1.3,3.1,0.4,0.0,0.0,,1.3,3.1,0.4,0.5,0.8,0.667,0.6,0.1,0.8,1.9,,,,,,2012,2.0,5
WNBA,WNBA,2013-14,2013,Jasmine Hassell,,SEA,F,4,2.3,0.5,0.3,0.0,0.0,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.3,,,,,,2013,1.0,0
WNBA,WNBA,2013-14,2013,DeLisha Milton-Jones,,NYL,F,11,19.4,6.7,1.7,3.3,0.8,2.1,6.0,0.348,0.2,0.9,0.2,1.9,5.1,0.375,2.4,3.0,0.788,0.5,0.3,1.5,2.2,,,,,,1999,15.0,2
WNBA,WNBA,2013-14,2013,Kayla Pedersen,,CON,F,25,10.8,2.6,0.7,2.6,0.8,0.9,2.5,0.365,0.0,0.0,0.0,0.9,2.5,0.371,0.8,1.1,0.714,0.6,0.2,0.8,1.6,,,,,,2011,3.0,0
WNBA,WNBA,2013-14,2013,Samantha Prahalis,,NYL,G,3,2.7,0.0,0.3,0.7,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3,0.0,1.0,0.3,,,,,,2012,2.0,0
WNBA,WNBA,2013-14,2013,Avery Warley-Talbert,,CHI,C,14,8.1,1.3,0.1,2.1,1.0,0.5,1.1,0.438,0.0,0.0,,0.5,1.1,0.438,0.3,0.3,1.0,0.2,0.4,0.4,1.3,,,,,,2012,2.0,0
WNBA,WNBA,2014-15,2014,Farhiya Abdi,,LAS,F,17,8.4,2.5,0.3,0.5,0.2,1.1,2.6,0.432,0.1,0.4,0.143,1.1,2.2,0.486,0.2,0.2,1.0,0.1,0.0,0.4,0.9,,,,,,2013,2.0,0
WNBA,WNBA,2014-15,2014,Danielle Adams,,SAS,F-C,34,20.6,10.9,0.9,4.1,1.2,4.0,9.8,0.407,1.1,3.7,0.307,2.8,6.0,0.468,1.9,2.3,0.797,0.6,0.7,1.3,3.0,,,,,,2011,4.0,14
WNBA,WNBA,2014-15,2014,Matee Ajavon,,ATL,G,24,9.2,2.2,0.7,0.8,0.4,0.6,2.3,0.278,0.0,0.4,0.111,0.6,1.9,0.311,0.9,1.2,0.724,0.5,0.0,0.9,1.2,,,,,,2008,7.0,1
WNBA,WNBA,2014-15,2014,Kayla Alexander,,SAS,C,33,9.0,2.8,0.2,2.0,0.8,1.0,2.3,0.434,0.0,0.0,,1.0,2.3,0.434,0.8,0.9,0.839,0.1,0.3,0.7,1.2,,,,,,2013,2.0,0
WNBA,WNBA,2014-15,2014,Jayne Appel-Marinelli,,SAS,C,34,24.8,4.9,2.1,7.9,1.9,2.1,3.8,0.538,0.0,0.0,1.0,2.0,3.8,0.535,0.8,1.3,0.605,0.5,0.9,1.4,2.8,,,,,,2010,5.0,34
WNBA,WNBA,2014-15,2014,Seimone Augustus*,,MIN,G-F,24,31.2,16.5,2.4,3.6,0.5,7.1,13.9,0.511,0.5,1.5,0.333,6.6,12.4,0.532,1.8,2.2,0.846,0.4,0.1,1.6,1.0,,,,,,2006,9.0,24
WNBA,WNBA,2014-15,2014,Mistie Bass,,PHO,F,34,14.5,4.4,0.5,3.2,1.2,1.7,3.4,0.509,0.0,0.0,,1.7,3.4,0.509,0.9,1.4,0.667,0.5,0.4,0.7,1.5,,,,,,2006,9.0,0
WNBA,WNBA,2014-15,2014,Vicki Baugh,,TUL,F-C,33,8.1,2.5,0.2,2.9,1.1,1.0,1.7,0.589,0.0,0.0,,1.0,1.7,0.589,0.5,0.7,0.727,0.3,0.2,0.5,1.7,,,,,,2014,1.0,0
WNBA,WNBA,2014-15,2014,Alana Beard,,LAS,G-F,33,27.7,8.5,2.5,2.6,0.6,3.6,7.8,0.463,0.2,0.8,0.286,3.4,6.9,0.485,1.1,1.4,0.745,1.1,0.5,1.8,2.6,,,,,,2004,11.0,33
WNBA,WNBA,2014-15,2014,Alex Bentley,,CON,G,34,25.6,12.2,3.7,1.7,0.2,5.1,11.8,0.433,0.9,2.8,0.323,4.2,9.0,0.467,1.1,1.4,0.755,1.3,0.1,2.0,2.7,,,,,,2013,2.0,30
WNBA,WNBA,2014-15,2014,Tiffany Bias,,PHO,G,17,4.0,1.1,0.4,0.2,0.0,0.4,1.1,0.389,0.1,0.4,0.333,0.3,0.7,0.417,0.1,0.4,0.333,0.3,0.0,0.7,0.7,,,,,,2014,1.0,0
WNBA,WNBA,2014-15,2014,Sue Bird*,,SEA,G,33,29.2,10.6,4.0,2.2,0.2,3.9,10.1,0.386,1.2,3.4,0.345,2.7,6.7,0.407,1.6,2.0,0.831,0.8,0.0,2.3,1.0,,,,,,2002,13.0,33
WNBA,WNBA,2014-15,2014,Kelsey Bone,,CON,C,34,23.3,9.3,1.4,5.3,1.7,4.0,8.9,0.451,0.0,0.1,0.0,4.0,8.9,0.455,1.3,1.9,0.662,0.6,0.5,2.0,3.0,,,,,,2013,2.0,26
WNBA,WNBA,2014-15,2014,DeWanna Bonner,,PHO,G-F,34,29.2,10.4,2.3,4.1,1.0,3.8,8.3,0.459,0.7,2.5,0.279,3.1,5.7,0.538,2.1,2.7,0.78,1.4,0.4,1.4,1.3,,,,,,2009,6.0,34
WNBA,WNBA,2014-15,2014,Gennifer Brandon,,CHI,F,16,7.6,1.8,0.2,2.6,0.7,0.7,2.1,0.333,0.0,0.0,,0.7,2.1,0.333,0.4,0.8,0.462,0.2,0.4,0.6,0.4,,,,,,2014,1.0,2
WNBA,WNBA,2014-15,2014,Kara Braxton,,NYL,C-F,4,7.8,2.5,0.8,1.0,0.3,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.5,1.0,0.3,0.3,1.0,0.3,,,,,,2005,10.0,0
WNBA,WNBA,2014-15,2014,Jessica Breland,,CHI,F,32,26.5,9.7,1.9,6.8,2.0,4.2,9.2,0.461,0.0,0.1,0.0,4.2,9.1,0.466,1.3,1.7,0.759,0.9,1.8,2.2,2.8,,,,,,2011,4.0,32
WNBA,WNBA,2014-15,2014,Rebekkah Brunson,,MIN,F,11,27.5,7.2,1.5,8.2,2.5,2.9,7.4,0.395,0.0,0.0,,2.9,7.4,0.395,1.4,1.9,0.714,0.3,0.7,0.9,1.8,,,,,,2004,11.0,11
WNBA,WNBA,2014-15,2014,Heather Butler,,SAS,G,11,3.5,0.5,0.3,0.3,0.1,0.1,0.8,0.111,0.1,0.5,0.167,0.0,0.3,0.0,0.3,0.4,0.75,0.0,0.0,0.5,0.6,,,,,,2014,1.0,0
WNBA,WNBA,2014-15,2014,Kelley Cain,,CON,C,8,5.6,1.4,0.1,1.5,0.6,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.4,0.5,0.75,0.3,0.5,0.4,1.1,,,,,,2012,3.0,0
WNBA,WNBA,2014-15,2014,Essence Carson,,NYL,G,26,14.0,3.3,0.9,1.7,0.3,1.3,3.8,0.354,0.3,0.9,0.292,1.1,2.9,0.373,0.4,0.5,0.833,0.3,0.2,1.0,0.9,,,,,,2008,7.0,11
WNBA,WNBA,2014-15,2014,Sydney Carter,,IND,G,23,12.5,3.2,1.3,0.9,0.3,1.0,3.5,0.288,0.2,1.0,0.167,0.8,2.4,0.339,1.0,1.3,0.742,0.3,0.1,1.4,0.9,,,,,,2012,3.0,0
WNBA,WNBA,2014-15,2014,Tamika Catchings*,,IND,F,16,26.9,16.1,1.9,6.4,1.3,5.6,12.6,0.446,0.9,2.4,0.368,4.8,10.3,0.463,4.0,5.1,0.79,1.7,0.8,2.1,1.9,,,,,,2002,13.0,16
WNBA,WNBA,2014-15,2014,Tina Charles,,NYL,C,34,32.9,17.4,2.2,9.4,2.6,6.9,15.0,0.462,0.0,0.0,,6.9,15.0,0.462,3.5,4.6,0.752,1.3,0.9,2.3,1.7,,,,,,2010,5.0,34
WNBA,WNBA,2014-15,2014,Karima Christmas-Kelly,,IND,F-G,34,21.6,6.9,0.9,3.6,1.4,2.0,5.9,0.343,0.8,2.1,0.386,1.2,3.9,0.321,2.1,2.8,0.755,0.9,0.3,0.7,2.1,,,,,,2011,4.0,3
WNBA,WNBA,2014-15,2014,Shameka Christon,,SAS,G,31,10.9,3.6,0.2,1.3,0.3,1.2,3.5,0.355,0.8,2.6,0.309,0.4,0.8,0.5,0.4,0.5,0.8,0.2,0.1,0.3,1.1,,,,,,2004,11.0,0
WNBA,WNBA,2014-15,2014,Layshia Clarendon,,IND,G,29,13.7,4.2,1.2,1.4,0.4,1.7,4.2,0.402,0.2,0.7,0.316,1.5,3.6,0.417,0.6,0.8,0.708,0.4,0.0,1.0,1.1,,,,,,2013,2.0,3
WNBA,WNBA,2014-15,2014,Alysha Clark,,SEA,F,34,16.5,4.2,0.6,2.1,0.8,1.6,3.7,0.448,0.4,1.7,0.246,1.2,2.0,0.618,0.5,0.7,0.696,0.5,0.3,0.7,1.9,,,,,,2012,3.0,22
WNBA,WNBA,2014-15,2014,Courtney Clements,,CHI,G,33,11.4,2.7,0.7,1.7,0.4,1.1,3.0,0.364,0.1,0.7,0.174,1.0,2.3,0.421,0.4,0.4,1.0,0.4,0.1,0.4,1.0,,,,,,2013,2.0,1
WNBA,WNBA,2014-15,2014,Marissa Coleman,,IND,G-F,34,24.0,8.9,1.1,3.3,0.8,3.1,8.0,0.391,1.3,3.3,0.381,1.9,4.6,0.399,1.4,1.8,0.817,0.8,0.3,1.2,2.0,,,,,,2009,6.0,32
WNBA,WNBA,2014-15,2014,Nadia Colhado,,ATL,C,16,7.9,2.8,0.1,1.8,0.3,1.3,2.6,0.5,0.0,0.0,,1.3,2.6,0.5,0.1,0.4,0.286,0.3,0.4,0.5,1.4,,,,,,2014,1.0,0
WNBA,WNBA,2014-15,2014,Anna Cruz,,NYL,G,34,27.1,7.7,3.6,3.5,0.4,3.2,6.9,0.462,0.5,1.4,0.347,2.7,5.5,0.492,0.8,1.1,0.692,1.3,0.3,2.1,1.8,,,,,,2014,1.0,34
WNBA,WNBA,2014-15,2014,Monique Currie,,WAS,F,34,23.6,9.9,1.5,4.6,0.9,3.0,7.7,0.393,0.6,2.4,0.229,2.5,5.3,0.469,3.3,4.1,0.793,1.1,0.1,1.4,2.6,,,,,,2006,9.0,28
WNBA,WNBA,2014-15,2014,Damiris Dantas,,MIN,C-F,30,21.8,6.0,1.2,5.1,1.5,2.4,4.6,0.511,0.0,0.0,1.0,2.3,4.6,0.507,1.3,1.7,0.76,0.5,0.4,0.8,2.1,,,,,,2014,1.0,23
WNBA,WNBA,2014-15,2014,Elena Delle Donne,,CHI,F-G,16,25.5,17.9,1.1,4.0,1.4,5.7,13.3,0.429,1.3,3.4,0.364,4.4,9.8,0.452,5.3,5.6,0.933,0.6,1.5,0.8,1.4,,,,,,2013,2.0,9
WNBA,WNBA,2014-15,2014,Erika de Souza,,ATL,F-C,33,29.9,13.8,1.2,8.7,2.9,5.8,10.7,0.545,0.0,0.0,,5.8,10.7,0.545,2.2,3.1,0.706,1.1,1.4,1.8,2.8,,,,,,2002,13.0,33
WNBA,WNBA,2014-15,2014,Skylar Diggins,,TUL,G,34,35.1,20.1,5.0,2.5,0.7,6.8,16.1,0.424,1.0,3.4,0.284,5.9,12.7,0.462,5.5,6.5,0.842,1.5,0.6,2.9,2.6,,,,,,2013,2.0,34
WNBA,WNBA,2014-15,2014,Stefanie Dolson,,WAS,C,34,18.4,6.0,1.2,4.4,0.9,2.6,5.2,0.492,0.0,0.1,0.0,2.6,5.1,0.5,0.9,1.1,0.811,0.4,1.1,1.7,2.7,,,,,,2014,1.0,1
WNBA,WNBA,2014-15,2014,Katie Douglas,,CON,G-F,32,32.5,13.1,2.2,3.3,0.8,4.2,11.6,0.358,2.0,5.5,0.356,2.2,6.1,0.359,2.8,3.3,0.848,0.9,0.4,2.2,1.8,,,,,,2001,14.0,32
WNBA,WNBA,2014-15,2014,Celine Dumerc,,ATL,G,28,18.8,3.3,4.0,2.0,0.6,1.0,3.4,0.295,0.4,1.9,0.231,0.6,1.5,0.372,0.9,1.3,0.694,1.1,0.1,2.1,1.9,,,,,,2014,1.0,11
WNBA,WNBA,2014-15,2014,Candice Dupree,,PHO,F,34,31.2,14.5,2.4,7.6,1.2,6.2,11.6,0.533,0.0,0.0,,6.2,11.6,0.533,2.1,2.5,0.849,0.9,0.5,1.4,1.4,,,,,,2006,9.0,34
WNBA,WNBA,2014-15,2014,Aaryn Ellenberg,,CHI,G,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,2014,1.0,0
WNBA,WNBA,2014-15,2014,Kelly Faris,,CON,G,25,7.7,1.1,0.4,1.2,0.2,0.3,1.3,0.242,0.2,0.6,0.267,0.2,0.7,0.222,0.3,0.4,0.8,0.1,0.1,0.3,0.7,,,,,,2013,2.0,0
WNBA,WNBA,2014-15,2014,Jamierra Faulkner,,CHI,G,34,20.4,7.9,3.5,2.0,0.3,2.8,7.8,0.362,0.4,1.4,0.265,2.4,6.4,0.384,1.8,2.2,0.838,1.0,0.2,2.4,1.9,,,,,,2014,1.0,18
WNBA,WNBA,2014-15,2014,Sylvia Fowles*,,CHI,C,20,29.8,13.4,0.6,10.2,2.3,5.1,9.3,0.546,0.0,0.0,,5.1,9.3,0.546,3.3,4.2,0.783,1.4,2.1,2.9,3.3,,,,,,2008,7.0,18
WNBA,WNBA,2014-15,2014,Markeisha Gatling,,CHI,C,29,11.0,3.7,0.0,2.4,0.8,1.6,2.4,0.648,0.0,0.0,,1.6,2.4,0.648,0.6,0.8,0.727,0.1,0.4,0.7,2.2,,,,,,2014,1.0,1
WNBA,WNBA,2014-15,2014,Briana Gilbreath-Butler,,CON,G,6,6.0,0.3,0.0,0.8,0.0,0.2,1.0,0.167,0.0,0.3,0.0,0.2,0.7,0.25,0.0,0.0,,0.2,0.2,0.3,0.5,,,,,,2012,3.0,0
WNBA,WNBA,2014-15,2014,Sasha Goodlett,,CHI,C,34,12.9,3.4,0.3,2.3,0.8,1.3,2.9,0.454,0.0,0.0,,1.3,2.9,0.454,0.8,1.1,0.722,0.3,0.5,0.6,1.5,,,,,,2012,3.0,15
WNBA,WNBA,2014-15,2014,Angel Goodrich,,TUL,G,28,6.5,1.0,0.8,0.4,0.1,0.4,0.9,0.5,0.0,0.1,0.5,0.4,0.8,0.5,0.1,0.3,0.571,0.3,0.0,0.7,0.5,,,,,,2013,2.0,0
WNBA,WNBA,2014-15,2014,Kalana Greene,,WAS,G,20,3.9,0.8,0.1,0.6,0.0,0.3,0.8,0.4,0.0,0.1,0.0,0.3,0.7,0.462,0.2,0.2,0.75,0.4,0.0,0.0,0.5,,,,,,2010,5.0,0
WNBA,WNBA,2014-15,2014,Nikki Greene,,LAS,F-C,11,3.5,0.5,0.0,1.0,0.3,0.2,0.9,0.2,0.0,0.0,,0.2,0.9,0.2,0.1,0.1,1.0,0.1,0.1,0.5,0.9,,,,,,2014,1.0,0
WNBA,WNBA,2014-15,2014,Kelsey Griffin,,CON,F,31,19.2,4.4,0.8,5.1,1.9,1.7,5.1,0.327,0.3,1.0,0.267,1.4,4.2,0.341,0.8,1.1,0.706,1.3,0.5,0.6,2.4,,,,,,2010,5.0,10
WNBA,WNBA,2014-15,2014,Brittney Griner,,PHO,C,34,30.7,15.6,1.6,8.0,1.8,6.4,11.1,0.578,0.0,0.0,,6.4,11.1,0.578,2.7,3.4,0.802,0.6,3.8,1.9,3.2,,,,,,2013,2.0,34
WNBA,WNBA,2014-15,2014,Sandrine Gruda,,LAS,F-C,34,12.0,3.8,0.6,3.0,1.2,1.5,3.8,0.392,0.0,0.0,,1.5,3.8,0.392,0.8,1.1,0.667,0.4,0.1,1.3,1.3,,,,,,2008,7.0,0
WNBA,WNBA,2014-15,2014,Becky Hammon*,,SAS,G,32,24.5,8.3,4.2,1.4,0.1,2.8,6.8,0.417,1.5,3.7,0.398,1.4,3.1,0.44,1.1,1.1,1.0,0.4,0.1,1.7,1.2,,,,,,1999,16.0,32
WNBA,WNBA,2014-15,2014,Lindsey Harding,,LAS,G,31,22.7,5.7,3.2,1.8,0.5,2.3,6.8,0.333,0.2,0.7,0.227,2.1,6.1,0.346,1.1,1.4,0.786,1.0,0.0,1.5,1.6,,,,,,2007,8.0,10
WNBA,WNBA,2014-15,2014,Bria Hartley,,WAS,G,34,27.1,9.7,3.1,2.1,0.6,3.4,9.0,0.38,1.0,3.0,0.327,2.4,6.0,0.407,1.9,2.4,0.78,0.7,0.1,2.5,1.8,,,,,,2014,1.0,29
WNBA,WNBA,2014-15,2014,Jasmine Hassell,,IND,F,2,10.5,3.0,0.5,0.0,0.0,1.5,2.5,0.6,0.0,0.0,,1.5,2.5,0.6,0.0,0.0,,1.5,0.0,1.0,2.5,,,,,,2013,2.0,0
WNBA,WNBA,2014-15,2014,Tianna Hawkins,,WAS,F,34,10.6,4.2,0.5,3.0,1.4,1.7,3.5,0.479,0.1,0.5,0.294,1.5,3.0,0.51,0.7,0.9,0.719,0.4,0.2,1.0,2.0,,,,,,2013,2.0,0
WNBA,WNBA,2014-15,2014,Tiffany Hayes,,ATL,G,34,28.4,12.9,2.5,3.0,0.9,4.2,9.0,0.466,1.2,3.3,0.357,3.0,5.7,0.528,3.3,4.3,0.76,1.0,0.3,1.2,2.4,,,,,,2012,3.0,32
WNBA,WNBA,2014-15,2014,Aneika Henry-Morello,,ATL,F-C,34,12.8,4.5,0.3,3.4,1.4,1.9,3.2,0.582,0.0,0.0,,1.9,3.2,0.582,0.7,1.1,0.676,0.2,0.7,0.9,1.7,,,,,,2012,3.0,4
WNBA,WNBA,2014-15,2014,Allison Hightower,,CON,G,14,23.9,7.7,1.4,2.2,0.7,2.9,7.4,0.394,0.4,1.9,0.222,2.5,5.5,0.455,1.4,1.6,0.909,1.3,0.3,0.9,2.4,,,,,,2010,5.0,10
WNBA,WNBA,2014-15,2014,Tayler Hill,,WAS,G,5,7.8,1.0,0.4,0.2,0.0,0.2,2.6,0.077,0.2,1.4,0.143,0.0,1.2,0.0,0.4,0.4,1.0,0.2,0.0,0.0,0.0,,,,,,2013,2.0,0
WNBA,WNBA,2014-15,2014,Roneeka Hodges,,TUL,G,34,21.2,5.3,1.4,1.8,0.6,1.9,5.4,0.346,0.9,3.3,0.259,1.0,2.1,0.479,0.7,0.9,0.793,0.5,0.1,0.6,2.0,,,,,,2005,10.0,34
WNBA,WNBA,2014-15,2014,Ebony Hoffman,,CON,F,8,8.5,1.5,0.5,1.8,0.8,0.8,2.3,0.333,0.0,0.1,0.0,0.8,2.1,0.353,0.0,0.0,,0.6,0.0,0.8,1.5,,,,,,2004,11.0,0
WNBA,WNBA,2014-15,2014,Jordan Hooper,,TUL,F,34,19.0,5.8,0.6,2.4,0.7,2.0,5.6,0.354,1.4,4.1,0.329,0.6,1.5,0.423,0.4,0.6,0.714,0.4,0.2,0.8,1.4,,,,,,2014,1.0,1
WNBA,WNBA,2014-15,2014,Charde Houston,,NYL,F,17,8.4,3.3,0.6,1.0,0.4,1.4,3.0,0.451,0.1,0.5,0.125,1.3,2.5,0.512,0.5,0.8,0.692,0.5,0.4,0.9,1.5,,,,,,2008,7.0,0
WNBA,WNBA,2014-15,2014,Natasha Howard,,IND,F,34,16.9,7.0,0.6,3.1,1.5,2.9,6.5,0.443,0.0,0.0,0.0,2.9,6.5,0.445,1.2,2.0,0.594,0.8,0.7,1.5,2.6,,,,,,2014,1.0,15
WNBA,WNBA,2014-15,2014,Tiffany Jackson-Jones,,TUL,F,7,10.1,2.1,0.1,1.9,0.4,0.9,2.1,0.4,0.0,0.0,,0.9,2.1,0.4,0.4,0.6,0.75,0.6,0.1,0.6,1.3,,,,,,2007,8.0,0
WNBA,WNBA,2014-15,2014,Briann January,,IND,G,31,28.9,10.3,3.7,1.6,0.4,3.5,9.1,0.387,1.2,3.0,0.383,2.4,6.1,0.388,2.1,2.4,0.88,1.2,0.3,2.3,2.4,,,,,,2009,6.0,31
WNBA,WNBA,2014-15,2014,Chucky Jeffery,,NYL,G,15,4.8,1.0,0.2,1.0,0.2,0.5,1.1,0.412,0.0,0.1,0.0,0.5,1.1,0.438,0.1,0.3,0.25,0.4,0.1,0.3,0.5,,,,,,2013,2.0,0
WNBA,WNBA,2014-15,2014,Anete Jekabsone-Zogota,,PHO,G,32,10.7,2.7,0.9,0.5,0.1,1.0,3.0,0.32,0.5,1.5,0.306,0.5,1.5,0.333,0.3,0.3,1.0,0.2,0.0,0.8,1.0,,,,,,2009,6.0,0
WNBA,WNBA,2014-15,2014,Glory Johnson,,TUL,F,33,32.4,14.7,1.4,9.2,2.9,5.2,11.7,0.449,0.0,0.1,0.0,5.2,11.6,0.453,4.2,5.5,0.76,1.4,0.4,2.6,3.2,,,,,,2012,3.0,33
WNBA,WNBA,2014-15,2014,Shenise Johnson,,SAS,G,30,17.9,6.0,1.4,3.3,1.0,2.3,5.7,0.4,0.5,1.4,0.372,1.7,4.2,0.409,1.0,1.2,0.829,1.0,0.1,1.1,1.0,,,,,,2012,3.0,1
WNBA,WNBA,2014-15,2014,Temeka Johnson,,SEA,G,34,17.0,5.8,3.2,2.1,0.2,2.1,5.9,0.361,0.5,1.5,0.34,1.6,4.5,0.368,1.0,1.1,0.921,0.7,0.1,1.6,1.2,,,,,,2005,10.0,3
WNBA,WNBA,2014-15,2014,Lynetta Kizer,,IND,F,31,9.0,3.8,0.1,2.4,0.9,1.7,4.0,0.431,0.0,0.0,,1.7,4.0,0.431,0.4,0.7,0.619,0.3,0.3,0.8,1.8,,,,,,2012,3.0,1
WNBA,WNBA,2014-15,2014,Ewelina Kobryn,,PHO,C,20,6.9,1.6,0.2,1.1,0.3,0.5,1.8,0.286,0.0,0.2,0.0,0.5,1.6,0.323,0.6,0.9,0.611,0.3,0.1,0.3,1.2,,,,,,2011,4.0,0
WNBA,WNBA,2014-15,2014,Jennifer Lacy,,TUL,F,34,10.5,3.5,0.3,1.5,0.5,1.2,3.3,0.369,0.6,1.7,0.322,0.6,1.5,0.423,0.5,0.9,0.581,0.2,0.1,0.8,1.9,,,,,,2006,9.0,1
WNBA,WNBA,2014-15,2014,Natasha Lacy,,NYL,G,11,7.5,1.5,0.9,0.8,0.0,0.6,1.3,0.5,0.0,0.2,0.0,0.6,1.1,0.583,0.3,0.7,0.375,1.0,0.0,0.3,0.4,,,,,,2010,5.0,0
